fund,quarter,sector,weight
VFC,2025Q4,Industrials,0.0072
VFC,2025Q4,Technology,0.3587
VFC,2026Q1,Financials,0.6655
VFC,2026Q1,Technology,0.3344
VFC,2026Q2,Financials,0.6173000000000001
VFC,2026Q2,Technology,0.3827
psc,2007Q2,Consumer Discretionary,0.4431
psc,2007Q2,Consumer Staples,0.0437
psc,2007Q2,Financials,0.0023
psc,2007Q2,Unknown,0.511
psc,2007Q3,Consumer Discretionary,0.5916
psc,2007Q3,Consumer Staples,0.0764
psc,2007Q3,Financials,0.0017000000000000001
psc,2007Q3,Unknown,0.3304
psc,2007Q4,Consumer Discretionary,0.5482
psc,2007Q4,Consumer Staples,0.2799
psc,2007Q4,Financials,0.0038
psc,2007Q4,Unknown,0.1681
psc,2008Q1,Consumer Discretionary,0.3916
psc,2008Q1,Consumer Staples,0.52
psc,2008Q1,Financials,0.002
psc,2008Q1,Unknown,0.0864
psc,2008Q2,Consumer Discretionary,0.3019
psc,2008Q2,Consumer Staples,0.3002
psc,2008Q2,Financials,0.0019
psc,2008Q2,Technology,0.1931
psc,2008Q2,Unknown,0.2028
psc,2008Q3,Consumer Discretionary,0.1081
psc,2008Q3,Consumer Staples,0.254
psc,2008Q3,Financials,0.1011
psc,2008Q3,Technology,0.18510000000000001
psc,2008Q3,Unknown,0.3517
psc,2008Q4,Consumer Discretionary,0.10439999999999999
psc,2008Q4,Consumer Staples,0.3883
psc,2008Q4,Financials,0.1587
psc,2008Q4,Real Estate,0.014199999999999999
psc,2008Q4,Technology,0.258
psc,2008Q4,Unknown,0.0764
psc,2009Q1,Consumer Discretionary,0.11009999999999999
psc,2009Q1,Consumer Staples,0.4439
psc,2009Q1,Financials,0.06570000000000001
psc,2009Q1,Real Estate,0.0324
psc,2009Q1,Technology,0.3468
psc,2009Q1,Unknown,0.0013
psc,2009Q2,Consumer Discretionary,0.0808
psc,2009Q2,Consumer Staples,0.4485
psc,2009Q2,Financials,0.002
psc,2009Q2,Technology,0.46869999999999995
psc,2009Q3,Consumer Discretionary,0.1609
psc,2009Q3,Consumer Staples,0.38799999999999996
psc,2009Q3,Financials,0.0015
psc,2009Q3,Industrials,0.053200000000000004
psc,2009Q3,Technology,0.3963
psc,2009Q4,Consumer Discretionary,0.3049
psc,2009Q4,Consumer Staples,0.5303
psc,2009Q4,Financials,0.0031
psc,2009Q4,Industrials,0.1416
psc,2009Q4,Technology,0.0026
psc,2009Q4,Unknown,0.0175
psc,2010Q1,Consumer Discretionary,0.18109999999999998
psc,2010Q1,Consumer Staples,0.6268
psc,2010Q1,Financials,0.002
psc,2010Q1,Industrials,0.0655
psc,2010Q1,Real Estate,0.1162
psc,2010Q1,Unknown,0.0084
psc,2010Q2,Consumer Discretionary,0.0253
psc,2010Q2,Consumer Staples,0.5595
psc,2010Q2,Financials,0.1591
psc,2010Q2,Industrials,0.0596
psc,2010Q2,Real Estate,0.0907
psc,2010Q2,Technology,0.0951
psc,2010Q2,Unknown,0.0109
psc,2010Q3,Consumer Discretionary,0.10880000000000001
psc,2010Q3,Consumer Staples,0.3981
psc,2010Q3,Financials,0.1429
psc,2010Q3,Industrials,0.0668
psc,2010Q3,Real Estate,0.0925
psc,2010Q3,Technology,0.09050000000000001
psc,2010Q3,Unknown,0.10039999999999999
psc,2010Q4,Consumer Discretionary,0.24570000000000003
psc,2010Q4,Consumer Staples,0.1853
psc,2010Q4,Financials,0.12260000000000001
psc,2010Q4,Industrials,0.0356
psc,2010Q4,Real Estate,0.22369999999999998
psc,2010Q4,Technology,0.011399999999999999
psc,2010Q4,Unknown,0.1759
psc,2011Q1,Consumer Discretionary,0.22519999999999998
psc,2011Q1,Consumer Staples,0.1253
psc,2011Q1,Financials,0.1178
psc,2011Q1,Industrials,0.048600000000000004
psc,2011Q1,Real Estate,0.2449
psc,2011Q1,Unknown,0.2384
psc,2011Q2,Consumer Discretionary,0.20920000000000002
psc,2011Q2,Consumer Staples,0.1225
psc,2011Q2,Financials,0.1542
psc,2011Q2,Industrials,0.0268
psc,2011Q2,Real Estate,0.2249
psc,2011Q2,Unknown,0.26249999999999996
psc,2011Q3,Consumer Discretionary,0.2406
psc,2011Q3,Consumer Staples,0.1406
psc,2011Q3,Financials,0.1112
psc,2011Q3,Industrials,0.0539
psc,2011Q3,Real Estate,0.17029999999999998
psc,2011Q3,Unknown,0.28340000000000004
psc,2011Q4,Consumer Discretionary,0.1752
psc,2011Q4,Consumer Staples,0.1018
psc,2011Q4,Financials,0.0885
psc,2011Q4,Healthcare,0.1373
psc,2011Q4,Industrials,0.27490000000000003
psc,2011Q4,Real Estate,0.16000000000000003
psc,2011Q4,Unknown,0.0623
psc,2012Q1,Consumer Discretionary,0.17149999999999999
psc,2012Q1,Consumer Staples,0.073
psc,2012Q1,Financials,0.1183
psc,2012Q1,Healthcare,0.151
psc,2012Q1,Industrials,0.2856
psc,2012Q1,Real Estate,0.1802
psc,2012Q1,Unknown,0.020499999999999997
psc,2012Q2,Consumer Discretionary,0.12869999999999998
psc,2012Q2,Consumer Staples,0.18969999999999998
psc,2012Q2,Financials,0.0043
psc,2012Q2,Healthcare,0.1839
psc,2012Q2,Industrials,0.27759999999999996
psc,2012Q2,Real Estate,0.21579999999999996
psc,2012Q3,Consumer Discretionary,0.1756
psc,2012Q3,Consumer Staples,0.22940000000000002
psc,2012Q3,Healthcare,0.1418
psc,2012Q3,Industrials,0.2509
psc,2012Q3,Real Estate,0.2023
psc,2012Q4,Consumer Discretionary,0.15550000000000003
psc,2012Q4,Consumer Staples,0.22740000000000002
psc,2012Q4,Healthcare,0.1411
psc,2012Q4,Industrials,0.2824
psc,2012Q4,Real Estate,0.1935
psc,2013Q1,Consumer Discretionary,0.13240000000000002
psc,2013Q1,Consumer Staples,0.2338
psc,2013Q1,Healthcare,0.1324
psc,2013Q1,Industrials,0.3229
psc,2013Q1,Real Estate,0.1786
psc,2013Q2,Consumer Discretionary,0.1568
psc,2013Q2,Consumer Staples,0.0762
psc,2013Q2,Healthcare,0.14550000000000002
psc,2013Q2,Industrials,0.3255
psc,2013Q2,Materials,0.1024
psc,2013Q2,Real Estate,0.1935
psc,2013Q3,Consumer Discretionary,0.08929999999999999
psc,2013Q3,Consumer Staples,0.0191
psc,2013Q3,Healthcare,0.1605
psc,2013Q3,Industrials,0.34
psc,2013Q3,Materials,0.2611
psc,2013Q3,Real Estate,0.12990000000000002
psc,2013Q4,Consumer Discretionary,0.1066
psc,2013Q4,Consumer Staples,0.0073
psc,2013Q4,Healthcare,0.1721
psc,2013Q4,Industrials,0.3155
psc,2013Q4,Materials,0.2791
psc,2013Q4,Real Estate,0.1195
psc,2014Q1,Consumer Discretionary,0.1216
psc,2014Q1,Healthcare,0.1248
psc,2014Q1,Industrials,0.3081
psc,2014Q1,Materials,0.3677
psc,2014Q1,Real Estate,0.0743
psc,2014Q1,Unknown,0.0034000000000000002
psc,2014Q2,Consumer Discretionary,0.08289999999999999
psc,2014Q2,Healthcare,0.38789999999999997
psc,2014Q2,Industrials,0.2004
psc,2014Q2,Materials,0.28400000000000003
psc,2014Q2,Real Estate,0.0447
psc,2014Q3,Consumer Discretionary,0.0848
psc,2014Q3,Healthcare,0.39849999999999997
psc,2014Q3,Industrials,0.21539999999999998
psc,2014Q3,Materials,0.2614
psc,2014Q3,Real Estate,0.039900000000000005
psc,2014Q4,Consumer Discretionary,0.0925
psc,2014Q4,Healthcare,0.46449999999999997
psc,2014Q4,Industrials,0.1674
psc,2014Q4,Materials,0.24659999999999999
psc,2014Q4,Real Estate,0.028999999999999998
psc,2015Q1,Consumer Discretionary,0.0975
psc,2015Q1,Healthcare,0.38770000000000004
psc,2015Q1,Industrials,0.17010000000000003
psc,2015Q1,Materials,0.281
psc,2015Q1,Real Estate,0.0369
psc,2015Q1,Unknown,0.0268
psc,2015Q2,Consumer Discretionary,0.1005
psc,2015Q2,Healthcare,0.4391
psc,2015Q2,Industrials,0.15460000000000002
psc,2015Q2,Materials,0.2703
psc,2015Q2,Real Estate,0.0355
psc,2015Q3,Consumer Discretionary,0.09789999999999999
psc,2015Q3,Consumer Staples,0.13019999999999998
psc,2015Q3,Healthcare,0.3725
psc,2015Q3,Industrials,0.1435
psc,2015Q3,Materials,0.22669999999999998
psc,2015Q3,Real Estate,0.029300000000000003
psc,2015Q4,Consumer Discretionary,0.114
psc,2015Q4,Consumer Staples,0.1561
psc,2015Q4,Healthcare,0.2963
psc,2015Q4,Industrials,0.14279999999999998
psc,2015Q4,Materials,0.2586
psc,2015Q4,Real Estate,0.032400000000000005
psc,2016Q1,Consumer Discretionary,0.17170000000000002
psc,2016Q1,Consumer Staples,0.13790000000000002
psc,2016Q1,Healthcare,0.2735
psc,2016Q1,Industrials,0.2089
psc,2016Q1,Materials,0.16519999999999999
psc,2016Q1,Real Estate,0.042699999999999995
psc,2016Q2,Consumer Discretionary,0.2168
psc,2016Q2,Consumer Staples,0.1744
psc,2016Q2,Healthcare,0.1917
psc,2016Q2,Industrials,0.16870000000000002
psc,2016Q2,Materials,0.19419999999999998
psc,2016Q2,Real Estate,0.054299999999999994
psc,2016Q3,Consumer Discretionary,0.3658
psc,2016Q3,Consumer Staples,0.2589
psc,2016Q3,Healthcare,0.12399999999999999
psc,2016Q3,Materials,0.1758
psc,2016Q3,Real Estate,0.0755
psc,2016Q4,Consumer Discretionary,0.4995
psc,2016Q4,Consumer Staples,0.2259
psc,2016Q4,Healthcare,0.044500000000000005
psc,2016Q4,Materials,0.1612
psc,2016Q4,Real Estate,0.0688
psc,2017Q1,Consumer Discretionary,0.5814999999999999
psc,2017Q1,Consumer Staples,0.2081
psc,2017Q1,Materials,0.1402
psc,2017Q1,Real Estate,0.0702
psc,2017Q2,Consumer Discretionary,0.6065
psc,2017Q2,Consumer Staples,0.18230000000000002
psc,2017Q2,Materials,0.08529999999999999
psc,2017Q2,Real Estate,0.09609999999999999
psc,2017Q2,Technology,0.0298
psc,2017Q3,Consumer Discretionary,0.5045000000000001
psc,2017Q3,Consumer Staples,0.1107
psc,2017Q3,Materials,0.0882
psc,2017Q3,Real Estate,0.1085
psc,2017Q3,Technology,0.1881
psc,2017Q4,Consumer Discretionary,0.4815
psc,2017Q4,Consumer Staples,0.16949999999999998
psc,2017Q4,Materials,0.0683
psc,2017Q4,Real Estate,0.1052
psc,2017Q4,Technology,0.17559999999999998
psc,2018Q1,Consumer Discretionary,0.47919999999999996
psc,2018Q1,Consumer Staples,0.13949999999999999
psc,2018Q1,Industrials,0.0506
psc,2018Q1,Materials,0.0806
psc,2018Q1,Real Estate,0.0635
psc,2018Q1,Technology,0.1865
psc,2018Q2,Consumer Discretionary,0.5577000000000001
psc,2018Q2,Consumer Staples,0.11560000000000001
psc,2018Q2,Industrials,0.0978
psc,2018Q2,Materials,0.0808
psc,2018Q2,Real Estate,0.050300000000000004
psc,2018Q2,Technology,0.09759999999999999
psc,2018Q3,Consumer Discretionary,0.6029
psc,2018Q3,Industrials,0.1328
psc,2018Q3,Materials,0.0968
psc,2018Q3,Real Estate,0.0509
psc,2018Q3,Technology,0.1165
psc,2018Q4,Consumer Discretionary,0.7204
psc,2018Q4,Industrials,0.09970000000000001
psc,2018Q4,Materials,0.0701
psc,2018Q4,Real Estate,0.0202
psc,2018Q4,Technology,0.08960000000000001
psc,2019Q1,Consumer Discretionary,0.7729
psc,2019Q1,Industrials,0.1117
psc,2019Q1,Real Estate,0.0196
psc,2019Q1,Technology,0.0958
psc,2019Q2,Consumer Discretionary,0.767
psc,2019Q2,Financials,0.1116
psc,2019Q2,Real Estate,0.022099999999999998
psc,2019Q2,Technology,0.0993
psc,2019Q3,Consumer Discretionary,0.813
psc,2019Q3,Financials,0.12869999999999998
psc,2019Q3,Healthcare,0.0344
psc,2019Q3,Real Estate,0.0239
psc,2019Q4,Consumer Discretionary,0.7764
psc,2019Q4,Financials,0.1388
psc,2019Q4,Healthcare,0.042300000000000004
psc,2019Q4,Real Estate,0.0425
psc,2020Q1,Consumer Discretionary,0.6123999999999999
psc,2020Q1,Financials,0.1555
psc,2020Q1,Healthcare,0.1376
psc,2020Q1,Real Estate,0.09449999999999999
psc,2020Q2,Consumer Discretionary,0.7828999999999999
psc,2020Q2,Healthcare,0.1439
psc,2020Q2,Real Estate,0.0732
psc,2020Q3,Consumer Discretionary,0.7886
psc,2020Q3,Healthcare,0.1401
psc,2020Q3,Real Estate,0.0713
psc,2020Q4,Consumer Discretionary,0.7689999999999999
psc,2020Q4,Healthcare,0.1449
psc,2020Q4,Real Estate,0.0862
psc,2021Q1,Consumer Discretionary,0.7341
psc,2021Q1,Healthcare,0.1435
psc,2021Q1,Real Estate,0.1225
psc,2021Q2,Consumer Discretionary,0.716
psc,2021Q2,Healthcare,0.16140000000000002
psc,2021Q2,Real Estate,0.1226
psc,2021Q3,Consumer Discretionary,0.8735999999999999
psc,2021Q3,Real Estate,0.1264
psc,2021Q4,Consumer Discretionary,0.8526
psc,2021Q4,Industrials,0.018799999999999997
psc,2021Q4,Real Estate,0.1286
psc,2022Q1,Communication Services,0.1121
psc,2022Q1,Consumer Discretionary,0.7287
psc,2022Q1,Industrials,0.023399999999999997
psc,2022Q1,Real Estate,0.1358
psc,2022Q2,Consumer Discretionary,0.8482000000000001
psc,2022Q2,Industrials,0.0276
psc,2022Q2,Real Estate,0.1242
psc,2022Q3,Consumer Discretionary,0.7750999999999999
psc,2022Q3,Industrials,0.1291
psc,2022Q3,Real Estate,0.0958
psc,2022Q4,Consumer Discretionary,0.7323
psc,2022Q4,Industrials,0.1294
psc,2022Q4,Real Estate,0.1383
psc,2023Q1,Communication Services,0.1043
psc,2023Q1,Consumer Discretionary,0.6557000000000001
psc,2023Q1,Industrials,0.1148
psc,2023Q1,Real Estate,0.1252
psc,2023Q2,Communication Services,0.1291
psc,2023Q2,Consumer Discretionary,0.6373
psc,2023Q2,Industrials,0.1127
psc,2023Q2,Real Estate,0.1209
psc,2023Q3,Communication Services,0.17209999999999998
psc,2023Q3,Consumer Discretionary,0.6022
psc,2023Q3,Industrials,0.107
psc,2023Q3,Real Estate,0.11869999999999999
psc,2023Q4,Communication Services,0.18560000000000001
psc,2023Q4,Consumer Discretionary,0.5445
psc,2023Q4,Industrials,0.1148
psc,2023Q4,Real Estate,0.1551
psc,2024Q1,Communication Services,0.19379999999999997
psc,2024Q1,Consumer Discretionary,0.5554
psc,2024Q1,Industrials,0.12369999999999999
psc,2024Q1,Real Estate,0.1272
psc,2024Q2,Communication Services,0.2027
psc,2024Q2,Consumer Discretionary,0.5394
psc,2024Q2,Financials,0.0273
psc,2024Q2,Industrials,0.11320000000000001
psc,2024Q2,Real Estate,0.1174
psc,2024Q3,Communication Services,0.1489
psc,2024Q3,Consumer Discretionary,0.5002
psc,2024Q3,Financials,0.1348
psc,2024Q3,Industrials,0.0986
psc,2024Q3,Real Estate,0.11750000000000001
psc,2024Q4,Communication Services,0.17309999999999998
psc,2024Q4,Consumer Discretionary,0.4542
psc,2024Q4,Financials,0.1583
psc,2024Q4,Industrials,0.0887
psc,2024Q4,Real Estate,0.1256
psc,2025Q1,Communication Services,0.1403
psc,2025Q1,Consumer Discretionary,0.46140000000000003
psc,2025Q1,Financials,0.1801
psc,2025Q1,Industrials,0.09210000000000002
psc,2025Q1,Real Estate,0.12610000000000002
psc,2025Q2,Communication Services,0.1505
psc,2025Q2,Consumer Discretionary,0.557
psc,2025Q2,Financials,0.18539999999999998
psc,2025Q2,Industrials,0.0076
psc,2025Q2,Real Estate,0.09949999999999999
psc,2025Q3,Communication Services,0.1856
psc,2025Q3,Consumer Discretionary,0.5016
psc,2025Q3,Financials,0.19210000000000002
psc,2025Q3,Industrials,0.0070999999999999995
psc,2025Q3,Real Estate,0.11370000000000001
psc,2025Q4,Communication Services,0.252
psc,2025Q4,Consumer Discretionary,0.4583
psc,2025Q4,Financials,0.1815
psc,2025Q4,Industrials,0.005
psc,2025Q4,Real Estate,0.1033
psc,2026Q1,Communication Services,0.1182
psc,2026Q1,Consumer Discretionary,0.453
psc,2026Q1,Financials,0.17620000000000002
psc,2026Q1,Industrials,0.0051
psc,2026Q1,Real Estate,0.0949
psc,2026Q1,Technology,0.15259999999999999
psc,2026Q2,Communication Services,0.1405
psc,2026Q2,Consumer Discretionary,0.32830000000000004
psc,2026Q2,Financials,0.3015
psc,2026Q2,Industrials,0.0017000000000000001
psc,2026Q2,Real Estate,0.1092
psc,2026Q2,Technology,0.1189
tci,2015Q4,Communication Services,0.2722
tci,2015Q4,Financials,0.1055
tci,2015Q4,Unknown,0.6051
tci,2015Q4,Utilities,0.0171
tci,2016Q1,Communication Services,0.2684
tci,2016Q1,Financials,0.007599999999999999
tci,2016Q1,Unknown,0.7094
tci,2016Q1,Utilities,0.0146
tci,2016Q2,Communication Services,0.619
tci,2016Q2,Financials,0.0057
tci,2016Q2,Unknown,0.3641
tci,2016Q2,Utilities,0.011200000000000002
tci,2016Q3,Communication Services,0.5761000000000001
tci,2016Q3,Financials,0.005299999999999999
tci,2016Q3,Unknown,0.4147
tci,2016Q3,Utilities,0.0039000000000000003
tci,2016Q4,Communication Services,0.6442000000000001
tci,2016Q4,Financials,0.0048
tci,2016Q4,Unknown,0.35090000000000005
tci,2017Q1,Communication Services,0.6462000000000001
tci,2017Q1,Financials,0.011600000000000001
tci,2017Q1,Unknown,0.3422
tci,2017Q2,Communication Services,0.9723999999999999
tci,2017Q2,Financials,0.0218
tci,2017Q2,Industrials,0.0042
tci,2017Q2,Unknown,0.0015
tci,2017Q3,Communication Services,0.9660000000000001
tci,2017Q3,Financials,0.0229
tci,2017Q3,Industrials,0.009699999999999999
tci,2017Q3,Unknown,0.0014000000000000002
tci,2017Q4,Communication Services,0.923
tci,2017Q4,Financials,0.0216
tci,2017Q4,Industrials,0.011
tci,2017Q4,Technology,0.042800000000000005
tci,2017Q4,Unknown,0.0018
tci,2018Q1,Communication Services,0.8616
tci,2018Q1,Financials,0.0199
tci,2018Q1,Industrials,0.005900000000000001
tci,2018Q1,Technology,0.0701
tci,2018Q1,Unknown,0.042499999999999996
tci,2018Q2,Communication Services,0.8686
tci,2018Q2,Financials,0.0179
tci,2018Q2,Industrials,0.0494
tci,2018Q2,Technology,0.064
tci,2018Q3,Communication Services,0.7535
tci,2018Q3,Financials,0.0223
tci,2018Q3,Industrials,0.1417
tci,2018Q3,Technology,0.0791
tci,2018Q3,Utilities,0.0034000000000000002
tci,2018Q4,Communication Services,0.6672
tci,2018Q4,Financials,0.059300000000000005
tci,2018Q4,Industrials,0.1626
tci,2018Q4,Technology,0.1109
tci,2019Q1,Communication Services,0.4572
tci,2019Q1,Financials,0.09860000000000001
tci,2019Q1,Industrials,0.3043
tci,2019Q1,Technology,0.1348
tci,2019Q1,Unknown,0.0052
tci,2019Q2,Communication Services,0.4419
tci,2019Q2,Financials,0.096
tci,2019Q2,Healthcare,0.045899999999999996
tci,2019Q2,Industrials,0.2788
tci,2019Q2,Technology,0.11869999999999999
tci,2019Q2,Unknown,0.0187
tci,2019Q3,Communication Services,0.4811
tci,2019Q3,Financials,0.0998
tci,2019Q3,Healthcare,0.0508
tci,2019Q3,Industrials,0.2605
tci,2019Q3,Technology,0.0779
tci,2019Q3,Unknown,0.029900000000000003
tci,2019Q4,Communication Services,0.4395
tci,2019Q4,Financials,0.097
tci,2019Q4,Healthcare,0.0535
tci,2019Q4,Industrials,0.2505
tci,2019Q4,Technology,0.0755
tci,2019Q4,Unknown,0.0839
tci,2020Q1,Communication Services,0.42160000000000003
tci,2020Q1,Consumer Discretionary,0.0005
tci,2020Q1,Financials,0.154
tci,2020Q1,Healthcare,0.009300000000000001
tci,2020Q1,Industrials,0.23509999999999998
tci,2020Q1,Materials,0.0014000000000000002
tci,2020Q1,Technology,0.10490000000000001
tci,2020Q1,Unknown,0.073
tci,2020Q2,Communication Services,0.4135
tci,2020Q2,Consumer Discretionary,0.0006
tci,2020Q2,Financials,0.1928
tci,2020Q2,Industrials,0.256
tci,2020Q2,Real Estate,0.0119
tci,2020Q2,Technology,0.1168
tci,2020Q2,Unknown,0.0084
tci,2020Q3,Communication Services,0.4214
tci,2020Q3,Consumer Discretionary,0.0003
tci,2020Q3,Financials,0.1995
tci,2020Q3,Industrials,0.2438
tci,2020Q3,Real Estate,0.0269
tci,2020Q3,Technology,0.10800000000000001
tci,2020Q4,Communication Services,0.43119999999999997
tci,2020Q4,Consumer Discretionary,0.0003
tci,2020Q4,Financials,0.1888
tci,2020Q4,Industrials,0.24310000000000004
tci,2020Q4,Real Estate,0.0319
tci,2020Q4,Technology,0.1045
tci,2021Q1,Communication Services,0.398
tci,2021Q1,Financials,0.2033
tci,2021Q1,Industrials,0.2322
tci,2021Q1,Real Estate,0.025699999999999997
tci,2021Q1,Technology,0.14079999999999998
tci,2021Q2,Communication Services,0.40900000000000003
tci,2021Q2,Financials,0.2012
tci,2021Q2,Industrials,0.2177
tci,2021Q2,Real Estate,0.0336
tci,2021Q2,Technology,0.1384
tci,2021Q3,Communication Services,0.4097
tci,2021Q3,Financials,0.2118
tci,2021Q3,Industrials,0.2163
tci,2021Q3,Real Estate,0.038599999999999995
tci,2021Q3,Technology,0.11289999999999999
tci,2021Q3,Unknown,0.0108
tci,2021Q4,Communication Services,0.37629999999999997
tci,2021Q4,Financials,0.21009999999999998
tci,2021Q4,Industrials,0.2268
tci,2021Q4,Real Estate,0.037500000000000006
tci,2021Q4,Technology,0.1263
tci,2021Q4,Unknown,0.0229
tci,2022Q1,Communication Services,0.25429999999999997
tci,2022Q1,Financials,0.2626
tci,2022Q1,Industrials,0.29769999999999996
tci,2022Q1,Real Estate,0.0409
tci,2022Q1,Technology,0.1445
tci,2022Q2,Communication Services,0.2244
tci,2022Q2,Financials,0.28859999999999997
tci,2022Q2,Industrials,0.2895
tci,2022Q2,Real Estate,0.0297
tci,2022Q2,Technology,0.1678
tci,2022Q3,Communication Services,0.2298
tci,2022Q3,Financials,0.2878
tci,2022Q3,Industrials,0.3067
tci,2022Q3,Real Estate,0.0137
tci,2022Q3,Technology,0.162
tci,2022Q4,Communication Services,0.2088
tci,2022Q4,Financials,0.32699999999999996
tci,2022Q4,Healthcare,0.0012
tci,2022Q4,Industrials,0.2847
tci,2022Q4,Technology,0.1784
tci,2023Q1,Communication Services,0.08380000000000001
tci,2023Q1,Financials,0.3677
tci,2023Q1,Healthcare,0.0165
tci,2023Q1,Industrials,0.381
tci,2023Q1,Technology,0.151
tci,2023Q2,Communication Services,0.0665
tci,2023Q2,Financials,0.3453
tci,2023Q2,Healthcare,0.0492
tci,2023Q2,Industrials,0.4194
tci,2023Q2,Technology,0.1198
tci,2023Q3,Communication Services,0.081
tci,2023Q3,Financials,0.37929999999999997
tci,2023Q3,Healthcare,0.058600000000000006
tci,2023Q3,Industrials,0.48109999999999997
tci,2023Q4,Communication Services,0.0669
tci,2023Q4,Financials,0.363
tci,2023Q4,Healthcare,0.0464
tci,2023Q4,Industrials,0.4123
tci,2023Q4,Technology,0.1112
tci,2024Q1,Communication Services,0.0696
tci,2024Q1,Financials,0.33599999999999997
tci,2024Q1,Healthcare,0.0222
tci,2024Q1,Industrials,0.4605
tci,2024Q1,Technology,0.1117
tci,2024Q2,Communication Services,0.1027
tci,2024Q2,Financials,0.3573
tci,2024Q2,Industrials,0.425
tci,2024Q2,Technology,0.115
tci,2024Q3,Communication Services,0.087
tci,2024Q3,Financials,0.3698
tci,2024Q3,Industrials,0.426
tci,2024Q3,Technology,0.11720000000000001
tci,2024Q4,Communication Services,0.101
tci,2024Q4,Financials,0.3951
tci,2024Q4,Industrials,0.3649
tci,2024Q4,Technology,0.1391
tci,2025Q1,Communication Services,0.0645
tci,2025Q1,Financials,0.3971
tci,2025Q1,Industrials,0.3887
tci,2025Q1,Technology,0.1497
tci,2025Q2,Communication Services,0.056400000000000006
tci,2025Q2,Financials,0.3798
tci,2025Q2,Industrials,0.39149999999999996
tci,2025Q2,Technology,0.1723
tci,2025Q3,Communication Services,0.0351
tci,2025Q3,Financials,0.4054
tci,2025Q3,Industrials,0.3964
tci,2025Q3,Technology,0.1631
tci,2025Q4,Communication Services,0.0444
tci,2025Q4,Financials,0.4227
tci,2025Q4,Industrials,0.3815
tci,2025Q4,Technology,0.15130000000000002
tci,2026Q1,Communication Services,0.0718
tci,2026Q1,Financials,0.47450000000000003
tci,2026Q1,Industrials,0.4313
tci,2026Q1,Technology,0.022400000000000003
tci,2026Q2,Communication Services,0.08310000000000001
tci,2026Q2,Financials,0.43
tci,2026Q2,Industrials,0.45880000000000004
tci,2026Q2,Materials,0.0281
