fund,quarter,quarter_label,portfolio_value,rank,ticker,company,weight
AC,2018Q4,2018   Q4,$7.9 B,11,VRSK,Verisk Analytics Inc.,0.0351
AC,2018Q4,2018   Q4,$7.9 B,12,UI,Ubiquiti Inc.,0.0337
AC,2018Q4,2018   Q4,$7.9 B,13,KKR,KKR & Co. L.P.,0.031400000000000004
AC,2018Q4,2018   Q4,$7.9 B,14,DHR,Danaher Corp.,0.0216
AC,2018Q4,2018   Q4,$7.9 B,15,AMTD,AMTD IDEA Group,0.0208
AC,2018Q4,2018   Q4,$7.9 B,16,ESGR-OLD,Enstar Group Ltd.,0.019
AC,2018Q4,2018   Q4,$7.9 B,17,FOCS-OLD,Focus Financial Partners,0.009899999999999999
AC,2018Q4,2018   Q4,$7.9 B,18,BRK.B,Berkshire Hathaway CL B,0.0074
AC,2018Q4,2018   Q4,$7.9 B,19,PRMW-OLD,Primo Water Corp.,0.005
AC,2018Q4,2018   Q4,$7.9 B,20,ALRM,Alarm.Com Holdings,0.0039000000000000003
AC,2018Q3,2018   Q3,$8.57 B,1,MA,Mastercard Inc.,0.13849999999999998
AC,2018Q3,2018   Q3,$8.57 B,2,AMT,American Tower Corp.,0.1199
AC,2018Q3,2018   Q3,$8.57 B,3,MCO,Moody's Corp.,0.1109
AC,2018Q3,2018   Q3,$8.57 B,4,V,Visa Inc.,0.08560000000000001
AC,2018Q3,2018   Q3,$8.57 B,5,ORLY,O'Reilly Automotive,0.0765
AC,2018Q3,2018   Q3,$8.57 B,6,MKL,Markel Group Inc.,0.0712
AC,2018Q3,2018   Q3,$8.57 B,7,ROP,Roper Technologies Inc.,0.053899999999999997
AC,2018Q3,2018   Q3,$8.57 B,8,DLTR,Dollar Tree Inc.,0.0484
AC,2018Q3,2018   Q3,$8.57 B,9,SBAC,SBA Communications Corp.,0.0462
AC,2018Q3,2018   Q3,$8.57 B,10,KMX,CarMax Inc.,0.0458
AC,2018Q3,2018   Q3,$8.57 B,11,VRSK,Verisk Analytics Inc.,0.0358
AC,2018Q3,2018   Q3,$8.57 B,12,KKR,KKR & Co. L.P.,0.0318
AC,2018Q3,2018   Q3,$8.57 B,13,UI,Ubiquiti Inc.,0.030899999999999997
AC,2018Q3,2018   Q3,$8.57 B,14,ESGR-OLD,Enstar Group Ltd.,0.0285
AC,2018Q3,2018   Q3,$8.57 B,15,DHR,Danaher Corp.,0.021
AC,2018Q3,2018   Q3,$8.57 B,16,AMTD,AMTD IDEA Group,0.0183
AC,2018Q3,2018   Q3,$8.57 B,17,FOCS-OLD,Focus Financial Partners,0.0152
AC,2018Q3,2018   Q3,$8.57 B,18,BRK.B,Berkshire Hathaway CL B,0.0072
AC,2018Q3,2018   Q3,$8.57 B,19,PRMW-OLD,Primo Water Corp.,0.006
AC,2018Q3,2018   Q3,$8.57 B,20,ALRM,Alarm.Com Holdings,0.004
AC,2018Q2,2018   Q2,$7.92 B,1,MA,Mastercard Inc.,0.1323
AC,2018Q2,2018   Q2,$7.92 B,2,AMT,American Tower Corp.,0.1288
AC,2018Q2,2018   Q2,$7.92 B,3,MCO,Moody's Corp.,0.12240000000000001
AC,2018Q2,2018   Q2,$7.92 B,4,V,Visa Inc.,0.0818
AC,2018Q2,2018   Q2,$7.92 B,5,MKL,Markel Group Inc.,0.0703
AC,2018Q2,2018   Q2,$7.92 B,6,ORLY,O'Reilly Automotive,0.0653
AC,2018Q2,2018   Q2,$7.92 B,7,ROP,Roper Technologies Inc.,0.054400000000000004
AC,2018Q2,2018   Q2,$7.92 B,8,DLTR,Dollar Tree Inc.,0.054000000000000006
AC,2018Q2,2018   Q2,$7.92 B,9,SBAC,SBA Communications Corp.,0.051399999999999994
AC,2018Q2,2018   Q2,$7.92 B,10,KMX,CarMax Inc.,0.0484
AC,2018Q2,2018   Q2,$7.92 B,11,VRSK,Verisk Analytics Inc.,0.0346
AC,2018Q2,2018   Q2,$7.92 B,12,ESGR-OLD,Enstar Group Ltd.,0.0345
AC,2018Q2,2018   Q2,$7.92 B,13,KKR,KKR & Co. L.P.,0.031400000000000004
AC,2018Q2,2018   Q2,$7.92 B,14,UI,Ubiquiti Inc.,0.0287
AC,2018Q2,2018   Q2,$7.92 B,15,DHR,Danaher Corp.,0.0206
AC,2018Q2,2018   Q2,$7.92 B,16,AMTD,AMTD IDEA Group,0.020499999999999997
AC,2018Q2,2018   Q2,$7.92 B,17,BRK.B,Berkshire Hathaway CL B,0.0068000000000000005
AC,2018Q2,2018   Q2,$7.92 B,18,PRMW-OLD,Primo Water Corp.,0.0063
AC,2018Q2,2018   Q2,$7.92 B,19,ALRM,Alarm.Com Holdings,0.0031
AC,2018Q2,2018   Q2,$7.92 B,20,DHIL-OLD,Diamond Hill Investment Group Inc.,0.0016
AC,2018Q1,2018   Q1,$7.62 B,1,AMT,American Tower Corp.,0.1346
AC,2018Q1,2018   Q1,$7.62 B,2,MA,Mastercard Inc.,0.12240000000000001
AC,2018Q1,2018   Q1,$7.62 B,3,MCO,Moody's Corp.,0.12029999999999999
AC,2018Q1,2018   Q1,$7.62 B,4,MKL,Markel Group Inc.,0.0788
AC,2018Q1,2018   Q1,$7.62 B,5,V,Visa Inc.,0.0767
AC,2018Q1,2018   Q1,$7.62 B,6,ORLY,O'Reilly Automotive,0.061500000000000006
AC,2018Q1,2018   Q1,$7.62 B,7,DLTR,Dollar Tree Inc.,0.0602
AC,2018Q1,2018   Q1,$7.62 B,8,ROP,Roper Technologies Inc.,0.057300000000000004
AC,2018Q1,2018   Q1,$7.62 B,9,SBAC,SBA Communications Corp.,0.0553
AC,2018Q1,2018   Q1,$7.62 B,10,KMX,CarMax Inc.,0.042
AC,2018Q1,2018   Q1,$7.62 B,11,ESGR-OLD,Enstar Group Ltd.,0.0388
AC,2018Q1,2018   Q1,$7.62 B,12,VRSK,Verisk Analytics Inc.,0.0351
AC,2018Q1,2018   Q1,$7.62 B,13,UI,Ubiquiti Inc.,0.0242
AC,2018Q1,2018   Q1,$7.62 B,14,AMTD,AMTD IDEA Group,0.0232
AC,2018Q1,2018   Q1,$7.62 B,15,DHR,Danaher Corp.,0.0213
AC,2018Q1,2018   Q1,$7.62 B,16,LKQ,LKQ Corp.,0.015700000000000002
AC,2018Q1,2018   Q1,$7.62 B,17,KKR,KKR & Co. L.P.,0.0128
AC,2018Q1,2018   Q1,$7.62 B,18,BRK.B,Berkshire Hathaway CL B,0.0075
AC,2018Q1,2018   Q1,$7.62 B,19,DHIL-OLD,Diamond Hill Investment Group Inc.,0.0039000000000000003
AC,2018Q1,2018   Q1,$7.62 B,20,PRMW-OLD,Primo Water Corp.,0.0029
AC,2017Q4,2017   Q4,$7.19 B,1,AMT,American Tower Corp.,0.1348
AC,2017Q4,2017   Q4,$7.19 B,2,MCO,Moody's Corp.,0.1168
AC,2017Q4,2017   Q4,$7.19 B,3,MA,Mastercard Inc.,0.11220000000000001
AC,2017Q4,2017   Q4,$7.19 B,4,MKL,Markel Group Inc.,0.0815
AC,2017Q4,2017   Q4,$7.19 B,5,V,Visa Inc.,0.0776
AC,2017Q4,2017   Q4,$7.19 B,6,DLTR,Dollar Tree Inc.,0.0723
AC,2017Q4,2017   Q4,$7.19 B,7,ORLY,O'Reilly Automotive,0.0634
AC,2017Q4,2017   Q4,$7.19 B,8,ROP,Roper Technologies Inc.,0.056100000000000004
AC,2017Q4,2017   Q4,$7.19 B,9,SBAC,SBA Communications Corp.,0.055999999999999994
AC,2017Q4,2017   Q4,$7.19 B,10,KMX,CarMax Inc.,0.046
AC,2017Q4,2017   Q4,$7.19 B,11,ESGR-OLD,Enstar Group Ltd.,0.0404
AC,2017Q4,2017   Q4,$7.19 B,12,VRSK,Verisk Analytics Inc.,0.0345
AC,2017Q4,2017   Q4,$7.19 B,13,UI,Ubiquiti Inc.,0.0265
AC,2017Q4,2017   Q4,$7.19 B,14,DHR,Danaher Corp.,0.021400000000000002
AC,2017Q4,2017   Q4,$7.19 B,15,AMTD,AMTD IDEA Group,0.021099999999999997
AC,2017Q4,2017   Q4,$7.19 B,16,LKQ,LKQ Corp.,0.0178
AC,2017Q4,2017   Q4,$7.19 B,17,BRK.B,Berkshire Hathaway CL B,0.0079
AC,2017Q4,2017   Q4,$7.19 B,18,DHIL-OLD,Diamond Hill Investment Group Inc.,0.0042
AC,2017Q4,2017   Q4,$7.19 B,19,PRMW-OLD,Primo Water Corp.,0.0033
AC,2017Q4,2017   Q4,$7.19 B,20,ALRM,Alarm.Com Holdings,0.0025
AC,2017Q3,2017   Q3,$6.81 B,1,AMT,American Tower Corp.,0.1364
AC,2017Q3,2017   Q3,$6.81 B,2,MCO,Moody's Corp.,0.11630000000000001
AC,2017Q3,2017   Q3,$6.81 B,3,MA,Mastercard Inc.,0.1105
AC,2017Q3,2017   Q3,$6.81 B,4,MKL,Markel Group Inc.,0.0806
AC,2017Q3,2017   Q3,$6.81 B,5,V,Visa Inc.,0.0756
AC,2017Q3,2017   Q3,$6.81 B,6,DLTR,Dollar Tree Inc.,0.0617
AC,2017Q3,2017   Q3,$6.81 B,7,ORLY,O'Reilly Automotive,0.0599
AC,2017Q3,2017   Q3,$6.81 B,8,KMX,CarMax Inc.,0.0574
AC,2017Q3,2017   Q3,$6.81 B,9,ROP,Roper Technologies Inc.,0.0556
AC,2017Q3,2017   Q3,$6.81 B,10,SBAC,SBA Communications Corp.,0.052199999999999996
AC,2017Q3,2017   Q3,$6.81 B,11,ESGR-OLD,Enstar Group Ltd.,0.0472
AC,2017Q3,2017   Q3,$6.81 B,12,VRSK,Verisk Analytics Inc.,0.0316
AC,2017Q3,2017   Q3,$6.81 B,13,UI,Ubiquiti Inc.,0.022099999999999998
AC,2017Q3,2017   Q3,$6.81 B,14,AMTD,AMTD IDEA Group,0.0213
AC,2017Q3,2017   Q3,$6.81 B,15,DHR,Danaher Corp.,0.0209
AC,2017Q3,2017   Q3,$6.81 B,16,LKQ,LKQ Corp.,0.0167
AC,2017Q3,2017   Q3,$6.81 B,17,MNRO,Monro Inc.,0.0132
AC,2017Q3,2017   Q3,$6.81 B,18,BRK.B,Berkshire Hathaway CL B,0.0077
AC,2017Q3,2017   Q3,$6.81 B,19,DHIL-OLD,Diamond Hill Investment Group Inc.,0.0045000000000000005
AC,2017Q3,2017   Q3,$6.81 B,20,PRMW-OLD,Primo Water Corp.,0.003
AC,2017Q2,2017   Q2,$6.09 B,1,AMT,American Tower Corp.,0.14800000000000002
AC,2017Q2,2017   Q2,$6.09 B,2,MCO,Moody's Corp.,0.1139
AC,2017Q2,2017   Q2,$6.09 B,3,MA,Mastercard Inc.,0.1066
AC,2017Q2,2017   Q2,$6.09 B,4,MKL,Markel Group Inc.,0.0827
AC,2017Q2,2017   Q2,$6.09 B,5,V,Visa Inc.,0.0753
AC,2017Q2,2017   Q2,$6.09 B,6,ROP,Roper Technologies Inc.,0.0596
AC,2017Q2,2017   Q2,$6.09 B,7,DLTR,Dollar Tree Inc.,0.0556
AC,2017Q2,2017   Q2,$6.09 B,8,SBAC,SBA Communications Corp.,0.0546
AC,2017Q2,2017   Q2,$6.09 B,9,KMX,CarMax Inc.,0.0535
AC,2017Q2,2017   Q2,$6.09 B,10,ESGR-OLD,Enstar Group Ltd.,0.0475
AC,2017Q2,2017   Q2,$6.09 B,11,ORLY,O'Reilly Automotive,0.0429
AC,2017Q2,2017   Q2,$6.09 B,12,VRSK,Verisk Analytics Inc.,0.0361
AC,2017Q2,2017   Q2,$6.09 B,13,DHR,Danaher Corp.,0.0229
AC,2017Q2,2017   Q2,$6.09 B,14,UI,Ubiquiti Inc.,0.0229
AC,2017Q2,2017   Q2,$6.09 B,15,AMTD,AMTD IDEA Group,0.021
AC,2017Q2,2017   Q2,$6.09 B,16,LKQ,LKQ Corp.,0.0192
AC,2017Q2,2017   Q2,$6.09 B,17,MNRO,Monro Inc.,0.0111
AC,2017Q2,2017   Q2,$6.09 B,18,BRK.B,Berkshire Hathaway CL B,0.0109
AC,2017Q2,2017   Q2,$6.09 B,19,DHIL-OLD,Diamond Hill Investment Group Inc.,0.0048
AC,2017Q2,2017   Q2,$6.09 B,20,PRMW-OLD,Primo Water Corp.,0.0034999999999999996
AC,2017Q1,2017   Q1,$6.02 B,1,AMT,American Tower Corp.,0.1354
AC,2017Q1,2017   Q1,$6.02 B,2,MCO,Moody's Corp.,0.1058
AC,2017Q1,2017   Q1,$6.02 B,3,MA,Mastercard Inc.,0.09970000000000001
AC,2017Q1,2017   Q1,$6.02 B,4,MKL,Markel Group Inc.,0.0834
AC,2017Q1,2017   Q1,$6.02 B,5,V,Visa Inc.,0.0722
AC,2017Q1,2017   Q1,$6.02 B,6,DLTR,Dollar Tree Inc.,0.0547
AC,2017Q1,2017   Q1,$6.02 B,7,ROP,Roper Technologies Inc.,0.0536
AC,2017Q1,2017   Q1,$6.02 B,8,KMX,CarMax Inc.,0.0508
AC,2017Q1,2017   Q1,$6.02 B,9,SBAC,SBA Communications Corp.,0.0493
AC,2017Q1,2017   Q1,$6.02 B,10,ESGR-OLD,Enstar Group Ltd.,0.046
AC,2017Q1,2017   Q1,$6.02 B,11,ORLY,O'Reilly Automotive,0.037000000000000005
AC,2017Q1,2017   Q1,$6.02 B,12,VRSK,Verisk Analytics Inc.,0.0349
AC,2017Q1,2017   Q1,$6.02 B,13,ENOV,Enovis Corp.,0.030699999999999998
AC,2017Q1,2017   Q1,$6.02 B,14,DHR,Danaher Corp.,0.0235
AC,2017Q1,2017   Q1,$6.02 B,15,UI,Ubiquiti Inc.,0.022400000000000003
AC,2017Q1,2017   Q1,$6.02 B,16,AMTD,AMTD IDEA Group,0.0192
AC,2017Q1,2017   Q1,$6.02 B,17,DG,Dollar General,0.0174
AC,2017Q1,2017   Q1,$6.02 B,18,LKQ,LKQ Corp.,0.0173
AC,2017Q1,2017   Q1,$6.02 B,19,MNRO,Monro Inc.,0.0138
AC,2017Q1,2017   Q1,$6.02 B,20,BRK.B,Berkshire Hathaway CL B,0.0106
AC,2016Q4,2016   Q4,$5.39 B,1,AMT,American Tower Corp.,0.13140000000000002
AC,2016Q4,2016   Q4,$5.39 B,2,MA,Mastercard Inc.,0.0901
AC,2016Q4,2016   Q4,$5.39 B,3,MKL,Markel Group Inc.,0.0862
AC,2016Q4,2016   Q4,$5.39 B,4,MCO,Moody's Corp.,0.0815
AC,2016Q4,2016   Q4,$5.39 B,5,KMX,CarMax Inc.,0.0616
AC,2016Q4,2016   Q4,$5.39 B,6,DLTR,Dollar Tree Inc.,0.0599
AC,2016Q4,2016   Q4,$5.39 B,7,ESGR-OLD,Enstar Group Ltd.,0.053099999999999994
AC,2016Q4,2016   Q4,$5.39 B,8,ROP,Roper Technologies Inc.,0.053
AC,2016Q4,2016   Q4,$5.39 B,9,V,Visa Inc.,0.0524
AC,2016Q4,2016   Q4,$5.39 B,10,SBAC,SBA Communications Corp.,0.0472
AC,2016Q4,2016   Q4,$5.39 B,11,ORLY,O'Reilly Automotive,0.0426
AC,2016Q4,2016   Q4,$5.39 B,12,VRSK,Verisk Analytics Inc.,0.038900000000000004
AC,2016Q4,2016   Q4,$5.39 B,13,ENOV,Enovis Corp.,0.0313
AC,2016Q4,2016   Q4,$5.39 B,14,UI,Ubiquiti Inc.,0.0287
AC,2016Q4,2016   Q4,$5.39 B,15,AMTD,AMTD IDEA Group,0.024
AC,2016Q4,2016   Q4,$5.39 B,16,DHR,Danaher Corp.,0.0239
AC,2016Q4,2016   Q4,$5.39 B,17,DG,Dollar General,0.0206
AC,2016Q4,2016   Q4,$5.39 B,18,LKQ,LKQ Corp.,0.0202
AC,2016Q4,2016   Q4,$5.39 B,19,MNRO,Monro Inc.,0.016200000000000003
AC,2016Q4,2016   Q4,$5.39 B,20,BRK.B,Berkshire Hathaway CL B,0.0116
AC,2016Q3,2016   Q3,$5.14 B,1,AMT,American Tower Corp.,0.139
AC,2016Q3,2016   Q3,$5.14 B,2,MA,Mastercard Inc.,0.0932
AC,2016Q3,2016   Q3,$5.14 B,3,MKL,Markel Group Inc.,0.0931
AC,2016Q3,2016   Q3,$5.14 B,4,MCO,Moody's Corp.,0.0851
AC,2016Q3,2016   Q3,$5.14 B,5,DLTR,Dollar Tree Inc.,0.0643
AC,2016Q3,2016   Q3,$5.14 B,6,V,Visa Inc.,0.0582
AC,2016Q3,2016   Q3,$5.14 B,7,ROP,Roper Technologies Inc.,0.0554
AC,2016Q3,2016   Q3,$5.14 B,8,KMX,CarMax Inc.,0.051500000000000004
AC,2016Q3,2016   Q3,$5.14 B,9,ESGR-OLD,Enstar Group Ltd.,0.0464
AC,2016Q3,2016   Q3,$5.14 B,10,ORLY,O'Reilly Automotive,0.0451
AC,2016Q3,2016   Q3,$5.14 B,11,VRSK,Verisk Analytics Inc.,0.0409
AC,2016Q3,2016   Q3,$5.14 B,12,SBAC,SBA Communications Corp.,0.0407
AC,2016Q3,2016   Q3,$5.14 B,13,ENOV,Enovis Corp.,0.0373
AC,2016Q3,2016   Q3,$5.14 B,14,UI,Ubiquiti Inc.,0.0279
AC,2016Q3,2016   Q3,$5.14 B,15,LKQ,LKQ Corp.,0.0245
AC,2016Q3,2016   Q3,$5.14 B,16,DHR,Danaher Corp.,0.0229
AC,2016Q3,2016   Q3,$5.14 B,17,AMTD,AMTD IDEA Group,0.0203
AC,2016Q3,2016   Q3,$5.14 B,18,MNRO,Monro Inc.,0.0179
AC,2016Q3,2016   Q3,$5.14 B,19,BRK.B,Berkshire Hathaway CL B,0.0108
AC,2016Q3,2016   Q3,$5.14 B,20,FTV,Fortive Corp.,0.0074
AC,2016Q2,2016   Q2,$5.17 B,1,AMT,American Tower Corp.,0.141
AC,2016Q2,2016   Q2,$5.17 B,2,MKL,Markel Group Inc.,0.09449999999999999
AC,2016Q2,2016   Q2,$5.17 B,3,MA,Mastercard Inc.,0.0867
AC,2016Q2,2016   Q2,$5.17 B,4,MCO,Moody's Corp.,0.0828
AC,2016Q2,2016   Q2,$5.17 B,5,DLTR,Dollar Tree Inc.,0.0779
AC,2016Q2,2016   Q2,$5.17 B,6,KMX,CarMax Inc.,0.0558
AC,2016Q2,2016   Q2,$5.17 B,7,V,Visa Inc.,0.0545
AC,2016Q2,2016   Q2,$5.17 B,8,ROP,Roper Technologies Inc.,0.051399999999999994
AC,2016Q2,2016   Q2,$5.17 B,9,ESGR-OLD,Enstar Group Ltd.,0.0467
AC,2016Q2,2016   Q2,$5.17 B,10,ORLY,O'Reilly Automotive,0.04650000000000001
AC,2016Q2,2016   Q2,$5.17 B,11,VRSK,Verisk Analytics Inc.,0.0426
AC,2016Q2,2016   Q2,$5.17 B,12,SBAC,SBA Communications Corp.,0.0415
AC,2016Q2,2016   Q2,$5.17 B,13,ENOV,Enovis Corp.,0.0346
AC,2016Q2,2016   Q2,$5.17 B,14,DHR,Danaher Corp.,0.0236
AC,2016Q2,2016   Q2,$5.17 B,15,LKQ,LKQ Corp.,0.0236
AC,2016Q2,2016   Q2,$5.17 B,16,UI,Ubiquiti Inc.,0.0232
AC,2016Q2,2016   Q2,$5.17 B,17,MNRO,Monro Inc.,0.0183
AC,2016Q2,2016   Q2,$5.17 B,18,AMTD,AMTD IDEA Group,0.0174
AC,2016Q2,2016   Q2,$5.17 B,19,BRK.B,Berkshire Hathaway CL B,0.0108
AC,2016Q2,2016   Q2,$5.17 B,20,FTV,Fortive Corp.,0.006999999999999999
AC,2016Q1,2016   Q1,$4.68 B,1,AMT,American Tower Corp.,0.138
AC,2016Q1,2016   Q1,$4.68 B,2,MKL,Markel Group Inc.,0.09820000000000001
AC,2016Q1,2016   Q1,$4.68 B,3,MA,Mastercard Inc.,0.0951
AC,2016Q1,2016   Q1,$4.68 B,4,MCO,Moody's Corp.,0.0828
AC,2016Q1,2016   Q1,$4.68 B,5,DLTR,Dollar Tree Inc.,0.0738
AC,2016Q1,2016   Q1,$4.68 B,6,ROP,Roper Technologies Inc.,0.0512
AC,2016Q1,2016   Q1,$4.68 B,7,ESGR-OLD,Enstar Group Ltd.,0.0504
AC,2016Q1,2016   Q1,$4.68 B,8,ORLY,O'Reilly Automotive,0.0484
AC,2016Q1,2016   Q1,$4.68 B,9,KMX,CarMax Inc.,0.0471
AC,2016Q1,2016   Q1,$4.68 B,10,ENOV,Enovis Corp.,0.04650000000000001
AC,2016Q1,2016   Q1,$4.68 B,11,VRSK,Verisk Analytics Inc.,0.0441
AC,2016Q1,2016   Q1,$4.68 B,12,SBAC,SBA Communications Corp.,0.039900000000000005
AC,2016Q1,2016   Q1,$4.68 B,13,V,Visa Inc.,0.0374
AC,2016Q1,2016   Q1,$4.68 B,14,DHR,Danaher Corp.,0.0304
AC,2016Q1,2016   Q1,$4.68 B,15,LKQ,LKQ Corp.,0.0232
AC,2016Q1,2016   Q1,$4.68 B,16,MNRO,Monro Inc.,0.023
AC,2016Q1,2016   Q1,$4.68 B,17,AMTD,AMTD IDEA Group,0.02
AC,2016Q1,2016   Q1,$4.68 B,18,UI,Ubiquiti Inc.,0.019
AC,2016Q1,2016   Q1,$4.68 B,19,BRK.B,Berkshire Hathaway CL B,0.011699999999999999
AC,2016Q1,2016   Q1,$4.68 B,20,DHIL-OLD,Diamond Hill Investment Group Inc.,0.0055000000000000005
AC,2015Q4,2015   Q4,$4.44 B,1,AMT,American Tower Corp.,0.1378
AC,2015Q4,2015   Q4,$4.44 B,2,MA,Mastercard Inc.,0.1033
AC,2015Q4,2015   Q4,$4.44 B,3,MKL,Markel Group Inc.,0.1026
AC,2015Q4,2015   Q4,$4.44 B,4,MCO,Moody's Corp.,0.0827
AC,2015Q4,2015   Q4,$4.44 B,5,DLTR,Dollar Tree Inc.,0.0728
AC,2015Q4,2015   Q4,$4.44 B,6,ROP,Roper Technologies Inc.,0.057699999999999994
AC,2015Q4,2015   Q4,$4.44 B,7,ORLY,O'Reilly Automotive,0.0473
AC,2015Q4,2015   Q4,$4.44 B,8,VRSK,Verisk Analytics Inc.,0.0447
AC,2015Q4,2015   Q4,$4.44 B,9,SBAC,SBA Communications Corp.,0.0426
AC,2015Q4,2015   Q4,$4.44 B,10,KMX,CarMax Inc.,0.0415
AC,2015Q4,2015   Q4,$4.44 B,11,V,Visa Inc.,0.039900000000000005
AC,2015Q4,2015   Q4,$4.44 B,12,ESGR-OLD,Enstar Group Ltd.,0.0398
AC,2015Q4,2015   Q4,$4.44 B,13,ENOV,Enovis Corp.,0.038599999999999995
AC,2015Q4,2015   Q4,$4.44 B,14,DHR,Danaher Corp.,0.031400000000000004
AC,2015Q4,2015   Q4,$4.44 B,15,AMTD,AMTD IDEA Group,0.0232
AC,2015Q4,2015   Q4,$4.44 B,16,MNRO,Monro Inc.,0.0225
AC,2015Q4,2015   Q4,$4.44 B,17,LKQ,LKQ Corp.,0.0212
AC,2015Q4,2015   Q4,$4.44 B,18,UI,Ubiquiti Inc.,0.0191
AC,2015Q4,2015   Q4,$4.44 B,19,BRK.B,Berkshire Hathaway CL B,0.0115
AC,2015Q4,2015   Q4,$4.44 B,20,DHIL-OLD,Diamond Hill Investment Group Inc.,0.0062
AC,2015Q3,2015   Q3,$4.25 B,1,AMT,American Tower Corp.,0.1305
AC,2015Q3,2015   Q3,$4.25 B,2,MA,Mastercard Inc.,0.0998
AC,2015Q3,2015   Q3,$4.25 B,3,MKL,Markel Group Inc.,0.09720000000000001
AC,2015Q3,2015   Q3,$4.25 B,4,MCO,Moody's Corp.,0.0833
AC,2015Q3,2015   Q3,$4.25 B,5,DLTR,Dollar Tree Inc.,0.06509999999999999
AC,2015Q3,2015   Q3,$4.25 B,6,ROP,Roper Technologies Inc.,0.049699999999999994
AC,2015Q3,2015   Q3,$4.25 B,7,ENOV,Enovis Corp.,0.0495
AC,2015Q3,2015   Q3,$4.25 B,8,ORLY,O'Reilly Automotive,0.0487
AC,2015Q3,2015   Q3,$4.25 B,9,KMX,CarMax Inc.,0.0387
AC,2015Q3,2015   Q3,$4.25 B,10,V,Visa Inc.,0.0374
AC,2015Q3,2015   Q3,$4.25 B,11,VRSK,Verisk Analytics Inc.,0.037200000000000004
AC,2015Q3,2015   Q3,$4.25 B,12,ESGR-OLD,Enstar Group Ltd.,0.037000000000000005
AC,2015Q3,2015   Q3,$4.25 B,13,LYV,Live Nation Inc.,0.0354
AC,2015Q3,2015   Q3,$4.25 B,14,SBAC,SBA Communications Corp.,0.0333
AC,2015Q3,2015   Q3,$4.25 B,15,DHR,Danaher Corp.,0.0301
AC,2015Q3,2015   Q3,$4.25 B,16,AMTD,AMTD IDEA Group,0.0242
AC,2015Q3,2015   Q3,$4.25 B,17,MNRO,Monro Inc.,0.024
AC,2015Q3,2015   Q3,$4.25 B,18,UI,Ubiquiti Inc.,0.021400000000000002
AC,2015Q3,2015   Q3,$4.25 B,19,LKQ,LKQ Corp.,0.0172
AC,2015Q3,2015   Q3,$4.25 B,20,BRK.B,Berkshire Hathaway CL B,0.0126
AC,2015Q2,2015   Q2,$4.09 B,1,AMT,American Tower Corp.,0.12029999999999999
AC,2015Q2,2015   Q2,$4.09 B,2,MKL,Markel Group Inc.,0.1012
AC,2015Q2,2015   Q2,$4.09 B,3,MA,Mastercard Inc.,0.099
AC,2015Q2,2015   Q2,$4.09 B,4,MCO,Moody's Corp.,0.0941
AC,2015Q2,2015   Q2,$4.09 B,5,DLTR,Dollar Tree Inc.,0.06860000000000001
AC,2015Q2,2015   Q2,$4.09 B,6,ENOV,Enovis Corp.,0.06570000000000001
AC,2015Q2,2015   Q2,$4.09 B,7,ROP,Roper Technologies Inc.,0.0538
AC,2015Q2,2015   Q2,$4.09 B,8,ORLY,O'Reilly Automotive,0.045899999999999996
AC,2015Q2,2015   Q2,$4.09 B,9,LYV,Live Nation Inc.,0.0421
AC,2015Q2,2015   Q2,$4.09 B,10,V,Visa Inc.,0.0375
AC,2015Q2,2015   Q2,$4.09 B,11,VRSK,Verisk Analytics Inc.,0.0354
AC,2015Q2,2015   Q2,$4.09 B,12,SBAC,SBA Communications Corp.,0.0337
AC,2015Q2,2015   Q2,$4.09 B,13,DHR,Danaher Corp.,0.031400000000000004
AC,2015Q2,2015   Q2,$4.09 B,14,AMTD,AMTD IDEA Group,0.028399999999999998
AC,2015Q2,2015   Q2,$4.09 B,15,KMX,CarMax Inc.,0.0275
AC,2015Q2,2015   Q2,$4.09 B,16,MNRO,Monro Inc.,0.0229
AC,2015Q2,2015   Q2,$4.09 B,17,ESGR-OLD,Enstar Group Ltd.,0.0216
AC,2015Q2,2015   Q2,$4.09 B,18,UI,Ubiquiti Inc.,0.0209
AC,2015Q2,2015   Q2,$4.09 B,19,LPLA,LPL Financial Holdings Inc.,0.015
AC,2015Q2,2015   Q2,$4.09 B,20,BRK.B,Berkshire Hathaway CL B,0.0105
AC,2015Q1,2015   Q1,$3.9 B,1,MA,Mastercard Inc.,0.0999
AC,2015Q1,2015   Q1,$3.9 B,2,AMT,American Tower Corp.,0.09820000000000001
AC,2015Q1,2015   Q1,$3.9 B,3,MCO,Moody's Corp.,0.098
AC,2015Q1,2015   Q1,$3.9 B,4,MKL,Markel Group Inc.,0.09789999999999999
AC,2015Q1,2015   Q1,$3.9 B,5,ENOV,Enovis Corp.,0.0739
AC,2015Q1,2015   Q1,$3.9 B,6,DLTR,Dollar Tree Inc.,0.0694
AC,2015Q1,2015   Q1,$3.9 B,7,ROP,Roper Technologies Inc.,0.0526
AC,2015Q1,2015   Q1,$3.9 B,8,ORLY,O'Reilly Automotive,0.0458
AC,2015Q1,2015   Q1,$3.9 B,9,LYV,Live Nation Inc.,0.04019999999999999
AC,2015Q1,2015   Q1,$3.9 B,10,V,Visa Inc.,0.0387
AC,2015Q1,2015   Q1,$3.9 B,11,DISCA-OLD,Discovery Inc. OLD,0.0358
