fund,quarter,quarter_label,portfolio_value,rank,ticker,company,weight
AM,2014Q2,2014   Q2,$6.55 B,7,GT,Goodyear Tire & Rubber,0.0478
AM,2014Q2,2014   Q2,$6.55 B,8,HCA,HCA Healthcare Inc.,0.0458
AM,2014Q2,2014   Q2,$6.55 B,9,GOOGL,Alphabet Inc.,0.0395
AM,2014Q2,2014   Q2,$6.55 B,10,DAL,Delta Air Lines Inc.,0.0379
AM,2014Q2,2014   Q2,$6.55 B,11,META,Meta Platforms Inc.,0.0368
AM,2014Q2,2014   Q2,$6.55 B,12,UAL,United Airlines Holdings Inc.,0.032400000000000005
AM,2014Q2,2014   Q2,$6.55 B,13,HUN,Huntsman Corp.,0.031400000000000004
AM,2014Q2,2014   Q2,$6.55 B,14,AAPL,Apple Inc.,0.0239
AM,2014Q2,2014   Q2,$6.55 B,15,WHR,Whirlpool Corp.,0.0215
AM,2014Q2,2014   Q2,$6.55 B,16,MAS,Masco Corp.,0.0209
AM,2014Q2,2014   Q2,$6.55 B,17,CBS,CBS Corp.,0.020499999999999997
AM,2014Q2,2014   Q2,$6.55 B,18,OC,Owens Corning,0.0194
AM,2014Q2,2014   Q2,$6.55 B,19,F,Ford Motor,0.0192
AM,2014Q2,2014   Q2,$6.55 B,20,DIS,Walt Disney Co.,0.018000000000000002
AM,2014Q1,2014   Q1,$5.74 B,1,GOOGL,Alphabet Inc.,0.0859
AM,2014Q1,2014   Q1,$5.74 B,2,C,Citigroup Inc.,0.0836
AM,2014Q1,2014   Q1,$5.74 B,3,AAL,American Airlines Group Inc.,0.054900000000000004
AM,2014Q1,2014   Q1,$5.74 B,4,HAL,Halliburton Co.,0.0516
AM,2014Q1,2014   Q1,$5.74 B,5,GT,Goodyear Tire & Rubber,0.051399999999999994
AM,2014Q1,2014   Q1,$5.74 B,6,HCA,HCA Healthcare Inc.,0.0487
AM,2014Q1,2014   Q1,$5.74 B,7,GM,General Motors,0.0473
AM,2014Q1,2014   Q1,$5.74 B,8,BKNG,Booking Holdings Inc.,0.038
AM,2014Q1,2014   Q1,$5.74 B,9,UAL,United Airlines Holdings Inc.,0.0361
AM,2014Q1,2014   Q1,$5.74 B,10,DAL,Delta Air Lines Inc.,0.036000000000000004
AM,2014Q1,2014   Q1,$5.74 B,11,HUN,Huntsman Corp.,0.0311
AM,2014Q1,2014   Q1,$5.74 B,12,WHR,Whirlpool Corp.,0.0265
AM,2014Q1,2014   Q1,$5.74 B,13,AAPL,Apple Inc.,0.023399999999999997
AM,2014Q1,2014   Q1,$5.74 B,14,OC,Owens Corning,0.0229
AM,2014Q1,2014   Q1,$5.74 B,15,F,Ford Motor,0.019799999999999998
AM,2014Q1,2014   Q1,$5.74 B,16,DIS,Walt Disney Co.,0.0192
AM,2014Q1,2014   Q1,$5.74 B,17,CBI,Chicago Bridge & Iron Company,0.018600000000000002
AM,2014Q1,2014   Q1,$5.74 B,18,EMN,Eastman Chemical,0.0173
AM,2014Q1,2014   Q1,$5.74 B,19,MGM,MGM Resorts International,0.016200000000000003
AM,2014Q1,2014   Q1,$5.74 B,20,QCOM,QUALCOMM Inc.,0.013600000000000001
AM,2013Q4,2013   Q4,$5.05 B,1,C,Citigroup Inc.,0.0998
AM,2013Q4,2013   Q4,$5.05 B,2,GT,Goodyear Tire & Rubber,0.0574
AM,2013Q4,2013   Q4,$5.05 B,3,GOOGL,Alphabet Inc.,0.0525
AM,2013Q4,2013   Q4,$5.05 B,4,HCA,HCA Healthcare Inc.,0.0482
AM,2013Q4,2013   Q4,$5.05 B,5,UAL,United Airlines Holdings Inc.,0.0453
AM,2013Q4,2013   Q4,$5.05 B,6,GM,General Motors,0.04019999999999999
AM,2013Q4,2013   Q4,$5.05 B,7,HUN,Huntsman Corp.,0.037200000000000004
AM,2013Q4,2013   Q4,$5.05 B,8,AAL,American Airlines Group Inc.,0.0351
AM,2013Q4,2013   Q4,$5.05 B,9,DAL,Delta Air Lines Inc.,0.030600000000000002
AM,2013Q4,2013   Q4,$5.05 B,10,MGM,MGM Resorts International,0.029900000000000003
AM,2013Q4,2013   Q4,$5.05 B,11,MET,MetLife Inc.,0.0258
AM,2013Q4,2013   Q4,$5.05 B,12,PRU,Prudential Financial,0.025699999999999997
AM,2013Q4,2013   Q4,$5.05 B,13,AIG,American International Group,0.0255
AM,2013Q4,2013   Q4,$5.05 B,14,OC,Owens Corning,0.024300000000000002
AM,2013Q4,2013   Q4,$5.05 B,15,AAPL,Apple Inc.,0.0239
AM,2013Q4,2013   Q4,$5.05 B,16,F,Ford Motor,0.0223
AM,2013Q4,2013   Q4,$5.05 B,17,CBI,Chicago Bridge & Iron Company,0.0204
AM,2013Q4,2013   Q4,$5.05 B,18,FLR,Fluor Corp.,0.019299999999999998
AM,2013Q4,2013   Q4,$5.05 B,19,HIG,Hartford Financial Svc.Gp.,0.018500000000000003
AM,2013Q4,2013   Q4,$5.05 B,20,TEX,Terex Corp.,0.017
AM,2013Q3,2013   Q3,$4.95 B,1,C,Citigroup Inc.,0.09539999999999998
AM,2013Q3,2013   Q3,$4.95 B,2,GT,Goodyear Tire & Rubber,0.0855
AM,2013Q3,2013   Q3,$4.95 B,3,UAL,United Airlines Holdings Inc.,0.0529
AM,2013Q3,2013   Q3,$4.95 B,4,DAL,Delta Air Lines Inc.,0.04
AM,2013Q3,2013   Q3,$4.95 B,5,HCA,HCA Healthcare Inc.,0.0395
AM,2013Q3,2013   Q3,$4.95 B,6,MET,MetLife Inc.,0.0383
AM,2013Q3,2013   Q3,$4.95 B,7,GM,General Motors,0.0362
AM,2013Q3,2013   Q3,$4.95 B,8,LCC,US Airways Group Inc.,0.036000000000000004
AM,2013Q3,2013   Q3,$4.95 B,9,QCOM,QUALCOMM Inc.,0.034300000000000004
AM,2013Q3,2013   Q3,$4.95 B,10,HUN,Huntsman Corp.,0.0326
AM,2013Q3,2013   Q3,$4.95 B,11,AIG,American International Group,0.0273
AM,2013Q3,2013   Q3,$4.95 B,12,MGM,MGM Resorts International,0.027200000000000002
AM,2013Q3,2013   Q3,$4.95 B,13,PRU,Prudential Financial,0.026699999999999998
AM,2013Q3,2013   Q3,$4.95 B,14,F,Ford Motor,0.0262
AM,2013Q3,2013   Q3,$4.95 B,15,GOOGL,Alphabet Inc.,0.025699999999999997
AM,2013Q3,2013   Q3,$4.95 B,16,HIG,Hartford Financial Svc.Gp.,0.0255
AM,2013Q3,2013   Q3,$4.95 B,17,AAPL,Apple Inc.,0.0235
AM,2013Q3,2013   Q3,$4.95 B,18,FLR,Fluor Corp.,0.0209
AM,2013Q3,2013   Q3,$4.95 B,19,RIG,Transocean Ltd.,0.0203
AM,2013Q3,2013   Q3,$4.95 B,20,CBI,Chicago Bridge & Iron Company,0.020099999999999996
AM,2013Q2,2013   Q2,$5.01 B,1,C,Citigroup Inc.,0.0919
AM,2013Q2,2013   Q2,$5.01 B,2,GT,Goodyear Tire & Rubber,0.06709999999999999
AM,2013Q2,2013   Q2,$5.01 B,3,UAL,United Airlines Holdings Inc.,0.0482
AM,2013Q2,2013   Q2,$5.01 B,4,DAL,Delta Air Lines Inc.,0.0384
AM,2013Q2,2013   Q2,$5.01 B,5,MET,MetLife Inc.,0.0375
AM,2013Q2,2013   Q2,$5.01 B,6,QCOM,QUALCOMM Inc.,0.0365
AM,2013Q2,2013   Q2,$5.01 B,7,GM,General Motors,0.0337
AM,2013Q2,2013   Q2,$5.01 B,8,F,Ford Motor,0.0323
AM,2013Q2,2013   Q2,$5.01 B,9,LCC,US Airways Group Inc.,0.030600000000000002
AM,2013Q2,2013   Q2,$5.01 B,10,AAPL,Apple Inc.,0.030299999999999997
AM,2013Q2,2013   Q2,$5.01 B,11,GOOGL,Alphabet Inc.,0.028999999999999998
AM,2013Q2,2013   Q2,$5.01 B,12,HCA,HCA Healthcare Inc.,0.0282
AM,2013Q2,2013   Q2,$5.01 B,13,HIG,Hartford Financial Svc.Gp.,0.0255
AM,2013Q2,2013   Q2,$5.01 B,14,AIG,American International Group,0.0253
AM,2013Q2,2013   Q2,$5.01 B,15,PRU,Prudential Financial,0.0252
AM,2013Q2,2013   Q2,$5.01 B,16,RIG,Transocean Ltd.,0.0245
AM,2013Q2,2013   Q2,$5.01 B,17,HUN,Huntsman Corp.,0.023
AM,2013Q2,2013   Q2,$5.01 B,18,BRCM-OLD,Broadcom Corp. OLD,0.0218
AM,2013Q2,2013   Q2,$5.01 B,19,MGM,MGM Resorts International,0.019799999999999998
AM,2013Q2,2013   Q2,$5.01 B,20,OC,Owens Corning,0.0196
AM,2013Q1,2013   Q1,$4.54 B,1,C,Citigroup Inc.,0.083
AM,2013Q1,2013   Q1,$4.54 B,2,UAL,United Airlines Holdings Inc.,0.06
AM,2013Q1,2013   Q1,$4.54 B,3,AAPL,Apple Inc.,0.0526
AM,2013Q1,2013   Q1,$4.54 B,4,QCOM,QUALCOMM Inc.,0.043899999999999995
AM,2013Q1,2013   Q1,$4.54 B,5,GT,Goodyear Tire & Rubber,0.042300000000000004
AM,2013Q1,2013   Q1,$4.54 B,6,LCC,US Airways Group Inc.,0.04
AM,2013Q1,2013   Q1,$4.54 B,7,HCA,HCA Healthcare Inc.,0.0387
AM,2013Q1,2013   Q1,$4.54 B,8,MET,MetLife Inc.,0.0385
AM,2013Q1,2013   Q1,$4.54 B,9,AIG,American International Group,0.037000000000000005
