fund,quarter,quarter_label,portfolio_value,rank,ticker,company,weight,sector
psc,2019Q1,2019   Q1,$6.72 B,3,LOW,Lowe's Cos.,0.1518,Consumer Discretionary
psc,2019Q1,2019   Q1,$6.72 B,4,HLT,Hilton Worldwide Holdings,0.13570000000000002,Consumer Discretionary
psc,2019Q1,2019   Q1,$6.72 B,5,RTX,RTX Corp.,0.1117,Industrials
psc,2019Q1,2019   Q1,$6.72 B,6,SBUX,Starbucks Corp.,0.1106,Consumer Discretionary
psc,2019Q1,2019   Q1,$6.72 B,7,ADP,Automatic Data Processing Inc.,0.0958,Technology
psc,2019Q1,2019   Q1,$6.72 B,8,HHH,Howard Hughes Holdings Inc.,0.0196,Real Estate
psc,2018Q4,2018   Q4,$5.96 B,1,QSR,Restaurant Brands International,0.1728,Consumer Discretionary
psc,2018Q4,2018   Q4,$5.96 B,2,LOW,Lowe's Cos.,0.1479,Consumer Discretionary
psc,2018Q4,2018   Q4,$5.96 B,3,CMG,Chipotle Mexican Grill Inc.,0.1407,Consumer Discretionary
psc,2018Q4,2018   Q4,$5.96 B,4,HLT,Hilton Worldwide Holdings,0.1319,Consumer Discretionary
psc,2018Q4,2018   Q4,$5.96 B,5,SBUX,Starbucks Corp.,0.12710000000000002,Consumer Discretionary
psc,2018Q4,2018   Q4,$5.96 B,6,RTX,RTX Corp.,0.09970000000000001,Industrials
psc,2018Q4,2018   Q4,$5.96 B,7,ADP,Automatic Data Processing Inc.,0.08960000000000001,Technology
psc,2018Q4,2018   Q4,$5.96 B,8,PAH,Platform Specialty Products Corp.,0.0701,Materials
psc,2018Q4,2018   Q4,$5.96 B,9,HHH,Howard Hughes Holdings Inc.,0.0202,Real Estate
psc,2018Q3,2018   Q3,$5.21 B,1,QSR,Restaurant Brands International,0.2372,Consumer Discretionary
psc,2018Q3,2018   Q3,$5.21 B,2,LOW,Lowe's Cos.,0.18600000000000003,Consumer Discretionary
psc,2018Q3,2018   Q3,$5.21 B,3,CMG,Chipotle Mexican Grill Inc.,0.1797,Consumer Discretionary
psc,2018Q3,2018   Q3,$5.21 B,4,RTX,RTX Corp.,0.1328,Industrials
psc,2018Q3,2018   Q3,$5.21 B,5,ADP,Automatic Data Processing Inc.,0.1165,Technology
psc,2018Q3,2018   Q3,$5.21 B,6,PAH,Platform Specialty Products Corp.,0.0968,Materials
psc,2018Q3,2018   Q3,$5.21 B,7,HHH,Howard Hughes Holdings Inc.,0.0509,Real Estate
psc,2018Q2,2018   Q2,$5.81 B,1,QSR,Restaurant Brands International,0.2165,Consumer Discretionary
psc,2018Q2,2018   Q2,$5.81 B,2,CMG,Chipotle Mexican Grill Inc.,0.21420000000000003,Consumer Discretionary
psc,2018Q2,2018   Q2,$5.81 B,3,LOW,Lowe's Cos.,0.127,Consumer Discretionary
psc,2018Q2,2018   Q2,$5.81 B,4,MDLZ,Mondelez International,0.11560000000000001,Consumer Staples
psc,2018Q2,2018   Q2,$5.81 B,5,RTX,RTX Corp.,0.0978,Industrials
psc,2018Q2,2018   Q2,$5.81 B,6,ADP,Automatic Data Processing Inc.,0.09759999999999999,Technology
psc,2018Q2,2018   Q2,$5.81 B,7,PAH,Platform Specialty Products Corp.,0.0808,Materials
psc,2018Q2,2018   Q2,$5.81 B,8,HHH,Howard Hughes Holdings Inc.,0.050300000000000004,Real Estate
psc,2018Q1,2018   Q1,$4.83 B,1,QSR,Restaurant Brands International,0.2865,Consumer Discretionary
psc,2018Q1,2018   Q1,$4.83 B,2,CMG,Chipotle Mexican Grill Inc.,0.19269999999999998,Consumer Discretionary
psc,2018Q1,2018   Q1,$4.83 B,3,ADP,Automatic Data Processing Inc.,0.1865,Technology
psc,2018Q1,2018   Q1,$4.83 B,4,MDLZ,Mondelez International,0.13949999999999999,Consumer Staples
psc,2018Q1,2018   Q1,$4.83 B,5,PAH,Platform Specialty Products Corp.,0.0806,Materials
psc,2018Q1,2018   Q1,$4.83 B,6,HHH,Howard Hughes Holdings Inc.,0.0635,Real Estate
psc,2018Q1,2018   Q1,$4.83 B,7,RTX,RTX Corp.,0.0506,Industrials
psc,2017Q4,2017   Q4,$5.87 B,1,QSR,Restaurant Brands International,0.2774,Consumer Discretionary
psc,2017Q4,2017   Q4,$5.87 B,2,ADP,Automatic Data Processing Inc.,0.17559999999999998,Technology
psc,2017Q4,2017   Q4,$5.87 B,3,MDLZ,Mondelez International,0.16949999999999998,Consumer Staples
psc,2017Q4,2017   Q4,$5.87 B,4,CMG,Chipotle Mexican Grill Inc.,0.1419,Consumer Discretionary
psc,2017Q4,2017   Q4,$5.87 B,5,HHH,Howard Hughes Holdings Inc.,0.1052,Real Estate
psc,2017Q4,2017   Q4,$5.87 B,6,PAH,Platform Specialty Products Corp.,0.0683,Materials
psc,2017Q4,2017   Q4,$5.87 B,7,NKE,NIKE Inc.,0.0622,Consumer Discretionary
psc,2017Q3,2017   Q3,$5.11 B,1,QSR,Restaurant Brands International,0.331,Consumer Discretionary
psc,2017Q3,2017   Q3,$5.11 B,2,ADP,Automatic Data Processing Inc.,0.1881,Technology
psc,2017Q3,2017   Q3,$5.11 B,3,CMG,Chipotle Mexican Grill Inc.,0.17350000000000002,Consumer Discretionary
psc,2017Q3,2017   Q3,$5.11 B,4,MDLZ,Mondelez International,0.1107,Consumer Staples
psc,2017Q3,2017   Q3,$5.11 B,5,HHH,Howard Hughes Holdings Inc.,0.1085,Real Estate
psc,2017Q3,2017   Q3,$5.11 B,6,PAH,Platform Specialty Products Corp.,0.0882,Materials
psc,2017Q2,2017   Q2,$6.02 B,1,QSR,Restaurant Brands International,0.4071,Consumer Discretionary
psc,2017Q2,2017   Q2,$6.02 B,2,CMG,Chipotle Mexican Grill Inc.,0.19940000000000002,Consumer Discretionary
psc,2017Q2,2017   Q2,$6.02 B,3,MDLZ,Mondelez International,0.1041,Consumer Staples
psc,2017Q2,2017   Q2,$6.02 B,4,HHH,Howard Hughes Holdings Inc.,0.09609999999999999,Real Estate
psc,2017Q2,2017   Q2,$6.02 B,5,PAH,Platform Specialty Products Corp.,0.08529999999999999,Materials
psc,2017Q2,2017   Q2,$6.02 B,6,NOMD,Nomad Foods Ltd,0.0782,Consumer Staples
psc,2017Q2,2017   Q2,$6.02 B,7,ADP,Automatic Data Processing Inc.,0.0298,Technology
psc,2017Q1,2017   Q1,$5.96 B,1,QSR,Restaurant Brands International,0.3661,Consumer Discretionary
psc,2017Q1,2017   Q1,$5.96 B,2,CMG,Chipotle Mexican Grill Inc.,0.21539999999999998,Consumer Discretionary
psc,2017Q1,2017   Q1,$5.96 B,3,MDLZ,Mondelez International,0.1441,Consumer Staples
psc,2017Q1,2017   Q1,$5.96 B,4,PAH,Platform Specialty Products Corp.,0.08839999999999999,Materials
psc,2017Q1,2017   Q1,$5.96 B,5,HHH,Howard Hughes Holdings Inc.,0.0702,Real Estate
psc,2017Q1,2017   Q1,$5.96 B,6,NOMD,Nomad Foods Ltd,0.064,Consumer Staples
psc,2017Q1,2017   Q1,$5.96 B,7,APD,Air Products & Chemicals,0.0518,Materials
psc,2016Q4,2016   Q4,$5.91 B,1,QSR,Restaurant Brands International,0.3156,Consumer Discretionary
psc,2016Q4,2016   Q4,$5.91 B,2,CMG,Chipotle Mexican Grill Inc.,0.1839,Consumer Discretionary
psc,2016Q4,2016   Q4,$5.91 B,3,MDLZ,Mondelez International,0.172,Consumer Staples
psc,2016Q4,2016   Q4,$5.91 B,4,APD,Air Products & Chemicals,0.0941,Materials
psc,2016Q4,2016   Q4,$5.91 B,5,HHH,Howard Hughes Holdings Inc.,0.0688,Real Estate
psc,2016Q4,2016   Q4,$5.91 B,6,PAH,Platform Specialty Products Corp.,0.06709999999999999,Materials
psc,2016Q4,2016   Q4,$5.91 B,7,NOMD,Nomad Foods Ltd,0.053899999999999997,Consumer Staples
psc,2016Q4,2016   Q4,$5.91 B,8,BHC,Bausch Health,0.044500000000000005,Healthcare
psc,2016Q3,2016   Q3,$5.41 B,1,QSR,Restaurant Brands International,0.3224,Consumer Discretionary
psc,2016Q3,2016   Q3,$5.41 B,2,MDLZ,Mondelez International,0.1861,Consumer Staples
psc,2016Q3,2016   Q3,$5.41 B,3,APD,Air Products & Chemicals,0.1118,Materials
psc,2016Q3,2016   Q3,$5.41 B,4,BHC,Bausch Health,0.09789999999999999,Healthcare
psc,2016Q3,2016   Q3,$5.41 B,5,HHH,Howard Hughes Holdings Inc.,0.0755,Real Estate
psc,2016Q3,2016   Q3,$5.41 B,6,NOMD,Nomad Foods Ltd,0.0728,Consumer Staples
psc,2016Q3,2016   Q3,$5.41 B,7,PAH,Platform Specialty Products Corp.,0.064,Materials
psc,2016Q3,2016   Q3,$5.41 B,8,CMG,Chipotle Mexican Grill Inc.,0.0434,Consumer Discretionary
psc,2016Q3,2016   Q3,$5.41 B,9,ZTS,Zoetis Inc.,0.026099999999999998,Healthcare
psc,2016Q2,2016   Q2,$7.51 B,1,QSR,Restaurant Brands International,0.2168,Consumer Discretionary
psc,2016Q2,2016   Q2,$7.51 B,2,CP,Canadian Pacific Kansas City,0.16870000000000002,Industrials
psc,2016Q2,2016   Q2,$7.51 B,3,APD,Air Products & Chemicals,0.1437,Materials
psc,2016Q2,2016   Q2,$7.51 B,4,MDLZ,Mondelez International,0.139,Consumer Staples
psc,2016Q2,2016   Q2,$7.51 B,5,ZTS,Zoetis Inc.,0.1338,Healthcare
psc,2016Q2,2016   Q2,$7.51 B,6,BHC,Bausch Health,0.0579,Healthcare
psc,2016Q2,2016   Q2,$7.51 B,7,HHH,Howard Hughes Holdings Inc.,0.054299999999999994,Real Estate
psc,2016Q2,2016   Q2,$7.51 B,8,PAH,Platform Specialty Products Corp.,0.050499999999999996,Materials
psc,2016Q2,2016   Q2,$7.51 B,9,NOMD,Nomad Foods Ltd,0.0354,Consumer Staples
psc,2016Q1,2016   Q1,$8.85 B,1,ZTS,Zoetis Inc.,0.2094,Healthcare
psc,2016Q1,2016   Q1,$8.85 B,2,CP,Canadian Pacific Kansas City,0.2089,Industrials
psc,2016Q1,2016   Q1,$8.85 B,3,QSR,Restaurant Brands International,0.17170000000000002,Consumer Discretionary
psc,2016Q1,2016   Q1,$8.85 B,4,APD,Air Products & Chemicals,0.12369999999999999,Materials
psc,2016Q1,2016   Q1,$8.85 B,5,MDLZ,Mondelez International,0.10400000000000001,Consumer Staples
psc,2016Q1,2016   Q1,$8.85 B,6,BHC,Bausch Health,0.0641,Healthcare
psc,2016Q1,2016   Q1,$8.85 B,7,HHH,Howard Hughes Holdings Inc.,0.042699999999999995,Real Estate
psc,2016Q1,2016   Q1,$8.85 B,8,PAH,Platform Specialty Products Corp.,0.0415,Materials
psc,2016Q1,2016   Q1,$8.85 B,9,NOMD,Nomad Foods Ltd,0.0339,Consumer Staples
psc,2015Q4,2015   Q4,$12.5 B,1,APD,Air Products & Chemicals,0.2146,Materials
psc,2015Q4,2015   Q4,$12.5 B,2,ZTS,Zoetis Inc.,0.1609,Healthcare
psc,2015Q4,2015   Q4,$12.5 B,3,MDLZ,Mondelez International,0.1561,Consumer Staples
psc,2015Q4,2015   Q4,$12.5 B,4,CP,Canadian Pacific Kansas City,0.14279999999999998,Industrials
psc,2015Q4,2015   Q4,$12.5 B,5,BHC,Bausch Health,0.1354,Healthcare
psc,2015Q4,2015   Q4,$12.5 B,6,QSR,Restaurant Brands International,0.114,Consumer Discretionary
psc,2015Q4,2015   Q4,$12.5 B,7,PAH,Platform Specialty Products Corp.,0.044000000000000004,Materials
psc,2015Q4,2015   Q4,$12.5 B,8,HHH,Howard Hughes Holdings Inc.,0.032400000000000005,Real Estate
psc,2015Q3,2015   Q3,$14 B,1,BHC,Bausch Health,0.249,Healthcare
psc,2015Q3,2015   Q3,$14 B,2,APD,Air Products & Chemicals,0.18789999999999998,Materials
psc,2015Q3,2015   Q3,$14 B,3,CP,Canadian Pacific Kansas City,0.1435,Industrials
psc,2015Q3,2015   Q3,$14 B,4,MDLZ,Mondelez International,0.13019999999999998,Consumer Staples
psc,2015Q3,2015   Q3,$14 B,5,ZTS,Zoetis Inc.,0.1235,Healthcare
psc,2015Q3,2015   Q3,$14 B,6,QSR,Restaurant Brands International,0.09789999999999999,Consumer Discretionary
psc,2015Q3,2015   Q3,$14 B,7,PAH,Platform Specialty Products Corp.,0.0388,Materials
psc,2015Q3,2015   Q3,$14 B,8,HHH,Howard Hughes Holdings Inc.,0.029300000000000003,Real Estate
psc,2015Q2,2015   Q2,$14.4 B,1,BHC,Bausch Health,0.2995,Healthcare
psc,2015Q2,2015   Q2,$14.4 B,2,APD,Air Products & Chemicals,0.1946,Materials
psc,2015Q2,2015   Q2,$14.4 B,3,CP,Canadian Pacific Kansas City,0.15460000000000002,Industrials
psc,2015Q2,2015   Q2,$14.4 B,4,ZTS,Zoetis Inc.,0.1396,Healthcare
psc,2015Q2,2015   Q2,$14.4 B,5,QSR,Restaurant Brands International,0.1005,Consumer Discretionary
psc,2015Q2,2015   Q2,$14.4 B,6,PAH,Platform Specialty Products Corp.,0.0757,Materials
psc,2015Q2,2015   Q2,$14.4 B,7,HHH,Howard Hughes Holdings Inc.,0.0355,Real Estate
psc,2015Q1,2015   Q1,$15 B,1,BHC,Bausch Health,0.2584,Healthcare
psc,2015Q1,2015   Q1,$15 B,2,APD,Air Products & Chemicals,0.2077,Materials
psc,2015Q1,2015   Q1,$15 B,3,CP,Canadian Pacific Kansas City,0.17010000000000003,Industrials
psc,2015Q1,2015   Q1,$15 B,4,ZTS,Zoetis Inc.,0.1293,Healthcare
psc,2015Q1,2015   Q1,$15 B,5,QSR,Restaurant Brands International,0.0975,Consumer Discretionary
psc,2015Q1,2015   Q1,$15 B,6,PAH,Platform Specialty Products Corp.,0.0733,Materials
psc,2015Q1,2015   Q1,$15 B,7,HHH,Howard Hughes Holdings Inc.,0.0369,Real Estate
psc,2015Q1,2015   Q1,$15 B,8,ACT-OLD,Actavis plc,0.0268,Unknown
psc,2014Q4,2014   Q4,$16 B,1,AGN,Allergan Plc,0.353,Healthcare
psc,2014Q4,2014   Q4,$16 B,2,APD,Air Products & Chemicals,0.18469999999999998,Materials
psc,2014Q4,2014   Q4,$16 B,3,CP,Canadian Pacific Kansas City,0.1674,Industrials
psc,2014Q4,2014   Q4,$16 B,4,ZTS,Zoetis Inc.,0.1115,Healthcare
psc,2014Q4,2014   Q4,$16 B,5,QSR,Restaurant Brands International,0.0925,Consumer Discretionary
psc,2014Q4,2014   Q4,$16 B,6,PAH,Platform Specialty Products Corp.,0.061900000000000004,Materials
psc,2014Q4,2014   Q4,$16 B,7,HHH,Howard Hughes Holdings Inc.,0.028999999999999998,Real Estate
psc,2014Q3,2014   Q3,$13.4 B,1,AGN,Allergan Plc,0.3833,Healthcare
psc,2014Q3,2014   Q3,$13.4 B,2,CP,Canadian Pacific Kansas City,0.21539999999999998,Industrials
psc,2014Q3,2014   Q3,$13.4 B,3,APD,Air Products & Chemicals,0.1993,Materials
psc,2014Q3,2014   Q3,$13.4 B,4,BKW-OLD,Burger King Worldwide Inc.,0.0848,Consumer Discretionary
psc,2014Q3,2014   Q3,$13.4 B,5,PAH,Platform Specialty Products Corp.,0.0621,Materials
psc,2014Q3,2014   Q3,$13.4 B,6,HHH,Howard Hughes Holdings Inc.,0.039900000000000005,Real Estate
psc,2014Q3,2014   Q3,$13.4 B,7,ZTS,Zoetis Inc.,0.0152,Healthcare
psc,2014Q2,2014   Q2,$12.6 B,1,AGN,Allergan Plc,0.38789999999999997,Healthcare
psc,2014Q2,2014   Q2,$12.6 B,2,APD,Air Products & Chemicals,0.20980000000000001,Materials
psc,2014Q2,2014   Q2,$12.6 B,3,CP,Canadian Pacific Kansas City,0.2004,Industrials
psc,2014Q2,2014   Q2,$12.6 B,4,BKW-OLD,Burger King Worldwide Inc.,0.08289999999999999,Consumer Discretionary
psc,2014Q2,2014   Q2,$12.6 B,5,PAH,Platform Specialty Products Corp.,0.0742,Materials
psc,2014Q2,2014   Q2,$12.6 B,6,HHH,Howard Hughes Holdings Inc.,0.0447,Real Estate
psc,2014Q1,2014   Q1,$8.38 B,1,CP,Canadian Pacific Kansas City,0.3081,Industrials
psc,2014Q1,2014   Q1,$8.38 B,2,APD,Air Products & Chemicals,0.2919,Materials
psc,2014Q1,2014   Q1,$8.38 B,3,BKW-OLD,Burger King Worldwide Inc.,0.1216,Consumer Discretionary
psc,2014Q1,2014   Q1,$8.38 B,4,BEAM,Beam Inc.,0.11599999999999999,Healthcare
psc,2014Q1,2014   Q1,$8.38 B,5,PAH,Platform Specialty Products Corp.,0.0758,Materials
psc,2014Q1,2014   Q1,$8.38 B,6,HHH,Howard Hughes Holdings Inc.,0.0608,Real Estate
psc,2014Q1,2014   Q1,$8.38 B,7,AIV,Apartment Investment & Mgmt Co.,0.013500000000000002,Real Estate
psc,2014Q1,2014   Q1,$8.38 B,8,AGN,Allergan Plc,0.0088,Healthcare
psc,2014Q1,2014   Q1,$8.38 B,9,HME,Home Properties Inc.,0.0034000000000000002,Unknown
psc,2013Q4,2013   Q4,$8.23 B,1,CP,Canadian Pacific Kansas City,0.3155,Industrials
psc,2013Q4,2013   Q4,$8.23 B,2,APD,Air Products & Chemicals,0.2791,Materials
psc,2013Q4,2013   Q4,$8.23 B,3,BEAM,Beam Inc.,0.1721,Healthcare
psc,2013Q4,2013   Q4,$8.23 B,4,BKW-OLD,Burger King Worldwide Inc.,0.1066,Consumer Discretionary
psc,2013Q4,2013   Q4,$8.23 B,5,GGP,Genl Growth Properties,0.0674,Real Estate
psc,2013Q4,2013   Q4,$8.23 B,6,HHH,Howard Hughes Holdings Inc.,0.0521,Real Estate
psc,2013Q4,2013   Q4,$8.23 B,7,PG,Procter & Gamble,0.0073,Consumer Staples
psc,2013Q3,2013   Q3,$8.39 B,1,CP,Canadian Pacific Kansas City,0.34,Industrials
psc,2013Q3,2013   Q3,$8.39 B,2,APD,Air Products & Chemicals,0.2611,Materials
psc,2013Q3,2013   Q3,$8.39 B,3,BEAM,Beam Inc.,0.1605,Healthcare
psc,2013Q3,2013   Q3,$8.39 B,4,BKW-OLD,Burger King Worldwide Inc.,0.08929999999999999,Consumer Discretionary
psc,2013Q3,2013   Q3,$8.39 B,5,GGP,Genl Growth Properties,0.0821,Real Estate
psc,2013Q3,2013   Q3,$8.39 B,6,HHH,Howard Hughes Holdings Inc.,0.0478,Real Estate
psc,2013Q3,2013   Q3,$8.39 B,7,PG,Procter & Gamble,0.0191,Consumer Staples
psc,2013Q2,2013   Q2,$9.03 B,1,CP,Canadian Pacific Kansas City,0.3249,Industrials
psc,2013Q2,2013   Q2,$9.03 B,2,GGP,Genl Growth Properties,0.1492,Real Estate
psc,2013Q2,2013   Q2,$9.03 B,3,BEAM,Beam Inc.,0.14550000000000002,Healthcare
psc,2013Q2,2013   Q2,$9.03 B,4,APD,Air Products & Chemicals,0.1024,Materials
psc,2013Q2,2013   Q2,$9.03 B,5,BKW-OLD,Burger King Worldwide Inc.,0.08289999999999999,Consumer Discretionary
psc,2013Q2,2013   Q2,$9.03 B,6,PG,Procter & Gamble,0.0762,Consumer Staples
psc,2013Q2,2013   Q2,$9.03 B,7,JCP,Penney (J.C.),0.0739,Consumer Discretionary
psc,2013Q2,2013   Q2,$9.03 B,8,HHH,Howard Hughes Holdings Inc.,0.0443,Real Estate
psc,2013Q2,2013   Q2,$9.03 B,9,MATX,Matson Inc.,0.0006,Industrials
psc,2013Q1,2013   Q1,$9.99 B,1,CP,Canadian Pacific Kansas City,0.3154,Industrials
psc,2013Q1,2013   Q1,$9.99 B,2,PG,Procter & Gamble,0.2155,Consumer Staples
psc,2013Q1,2013   Q1,$9.99 B,3,GGP,Genl Growth Properties,0.1487,Real Estate
psc,2013Q1,2013   Q1,$9.99 B,4,BEAM,Beam Inc.,0.1324,Healthcare
psc,2013Q1,2013   Q1,$9.99 B,5,BKW-OLD,Burger King Worldwide Inc.,0.0733,Consumer Discretionary
psc,2013Q1,2013   Q1,$9.99 B,6,JCP,Penney (J.C.),0.0591,Consumer Discretionary
psc,2013Q1,2013   Q1,$9.99 B,7,HHH,Howard Hughes Holdings Inc.,0.029900000000000003,Real Estate
psc,2013Q1,2013   Q1,$9.99 B,8,MDLZ,Mondelez International,0.0183,Consumer Staples
psc,2013Q1,2013   Q1,$9.99 B,9,MATX,Matson Inc.,0.0075,Industrials
psc,2012Q4,2012   Q4,$9.01 B,1,CP,Canadian Pacific Kansas City,0.2724,Industrials
psc,2012Q4,2012   Q4,$9.01 B,2,PG,Procter & Gamble,0.21050000000000002,Consumer Staples
psc,2012Q4,2012   Q4,$9.01 B,3,GGP,Genl Growth Properties,0.1646,Real Estate
psc,2012Q4,2012   Q4,$9.01 B,4,BEAM,Beam Inc.,0.1411,Healthcare
psc,2012Q4,2012   Q4,$9.01 B,5,JCP,Penney (J.C.),0.0855,Consumer Discretionary
psc,2012Q4,2012   Q4,$9.01 B,6,BKW-OLD,Burger King Worldwide Inc.,0.07,Consumer Discretionary
psc,2012Q4,2012   Q4,$9.01 B,7,HHH,Howard Hughes Holdings Inc.,0.028900000000000002,Real Estate
psc,2012Q4,2012   Q4,$9.01 B,8,MDLZ,Mondelez International,0.0169,Consumer Staples
psc,2012Q4,2012   Q4,$9.01 B,9,MATX,Matson Inc.,0.01,Industrials
psc,2012Q3,2012   Q3,$8.45 B,1,CP,Canadian Pacific Kansas City,0.237,Industrials
psc,2012Q3,2012   Q3,$8.45 B,2,PG,Procter & Gamble,0.22940000000000002,Consumer Staples
psc,2012Q3,2012   Q3,$8.45 B,3,GGP,Genl Growth Properties,0.1723,Real Estate
psc,2012Q3,2012   Q3,$8.45 B,4,BEAM,Beam Inc.,0.1418,Healthcare
psc,2012Q3,2012   Q3,$8.45 B,5,JCP,Penney (J.C.),0.11230000000000001,Consumer Discretionary
psc,2012Q3,2012   Q3,$8.45 B,6,BKW-OLD,Burger King Worldwide Inc.,0.0633,Consumer Discretionary
psc,2012Q3,2012   Q3,$8.45 B,7,HHH,Howard Hughes Holdings Inc.,0.03,Real Estate
psc,2012Q3,2012   Q3,$8.45 B,8,MATX,Matson Inc.,0.009000000000000001,Industrials
psc,2012Q3,2012   Q3,$8.45 B,9,ALEX-OLD,Alexander & Baldwin,0.0049,Industrials
psc,2012Q2,2012   Q2,$7.08 B,1,CP,Canadian Pacific Kansas City,0.2502,Industrials
psc,2012Q2,2012   Q2,$7.08 B,2,PG,Procter & Gamble,0.18969999999999998,Consumer Staples
psc,2012Q2,2012   Q2,$7.08 B,3,GGP,Genl Growth Properties,0.18469999999999998,Real Estate
psc,2012Q2,2012   Q2,$7.08 B,4,BEAM,Beam Inc.,0.1839,Healthcare
psc,2012Q2,2012   Q2,$7.08 B,5,JCP,Penney (J.C.),0.12869999999999998,Consumer Discretionary
psc,2012Q2,2012   Q2,$7.08 B,6,HHH,Howard Hughes Holdings Inc.,0.0311,Real Estate
psc,2012Q2,2012   Q2,$7.08 B,7,ALEX-OLD,Alexander & Baldwin,0.0274,Industrials
psc,2012Q2,2012   Q2,$7.08 B,8,C,Citigroup Inc.,0.0043,Financials
psc,2012Q1,2012   Q1,$8.07 B,1,CP,Canadian Pacific Kansas City,0.2273,Industrials
psc,2012Q1,2012   Q1,$8.07 B,2,JCP,Penney (J.C.),0.17149999999999999,Consumer Discretionary
psc,2012Q1,2012   Q1,$8.07 B,3,GGP,Genl Growth Properties,0.152,Real Estate
psc,2012Q1,2012   Q1,$8.07 B,4,BEAM,Beam Inc.,0.151,Healthcare
psc,2012Q1,2012   Q1,$8.07 B,5,C,Citigroup Inc.,0.1183,Financials
psc,2012Q1,2012   Q1,$8.07 B,6,MDLZ,Mondelez International,0.073,Consumer Staples
psc,2012Q1,2012   Q1,$8.07 B,7,FBIN,Fortune Brands Innovations Inc.,0.0364,Industrials
psc,2012Q1,2012   Q1,$8.07 B,8,HHH,Howard Hughes Holdings Inc.,0.0282,Real Estate
psc,2012Q1,2012   Q1,$8.07 B,9,ALEX-OLD,Alexander & Baldwin,0.0219,Industrials
psc,2012Q1,2012   Q1,$8.07 B,10,FDO,Family Dollar Stores,0.020499999999999997,Unknown
psc,2011Q4,2011   Q4,$7.77 B,1,CP,Canadian Pacific Kansas City,0.21050000000000002,Industrials
psc,2011Q4,2011   Q4,$7.77 B,2,JCP,Penney (J.C.),0.1752,Consumer Discretionary
psc,2011Q4,2011   Q4,$7.77 B,3,GGP,Genl Growth Properties,0.13970000000000002,Real Estate
psc,2011Q4,2011   Q4,$7.77 B,4,BEAM,Beam Inc.,0.1373,Healthcare
psc,2011Q4,2011   Q4,$7.77 B,5,MDLZ,Mondelez International,0.1018,Consumer Staples
psc,2011Q4,2011   Q4,$7.77 B,6,C,Citigroup Inc.,0.0885,Financials
psc,2011Q4,2011   Q4,$7.77 B,7,FDO,Family Dollar Stores,0.0623,Unknown
psc,2011Q4,2011   Q4,$7.77 B,8,FBIN,Fortune Brands Innovations Inc.,0.045700000000000005,Industrials
psc,2011Q4,2011   Q4,$7.77 B,9,HHH,Howard Hughes Holdings Inc.,0.0203,Real Estate
psc,2011Q4,2011   Q4,$7.77 B,10,ALEX-OLD,Alexander & Baldwin,0.0187,Industrials
psc,2011Q3,2011   Q3,$6.02 B,1,FO,Fortune Brands Inc.,0.18710000000000002,Unknown
psc,2011Q3,2011   Q3,$6.02 B,2,JCP,Penney (J.C.),0.1723,Consumer Discretionary
psc,2011Q3,2011   Q3,$6.02 B,3,GGP,Genl Growth Properties,0.14529999999999998,Real Estate
psc,2011Q3,2011   Q3,$6.02 B,4,MDLZ,Mondelez International,0.1406,Consumer Staples
psc,2011Q3,2011   Q3,$6.02 B,5,C,Citigroup Inc.,0.1112,Financials
psc,2011Q3,2011   Q3,$6.02 B,6,FDO,Family Dollar Stores,0.09630000000000001,Unknown
psc,2011Q3,2011   Q3,$6.02 B,7,LOW,Lowe's Cos.,0.0683,Consumer Discretionary
psc,2011Q3,2011   Q3,$6.02 B,8,CP,Canadian Pacific Kansas City,0.0323,Industrials
psc,2011Q3,2011   Q3,$6.02 B,9,HHH,Howard Hughes Holdings Inc.,0.025,Real Estate
psc,2011Q3,2011   Q3,$6.02 B,10,ALEX-OLD,Alexander & Baldwin,0.0216,Industrials
psc,2011Q2,2011   Q2,$6.39 B,1,JCP,Penney (J.C.),0.20920000000000002,Consumer Discretionary
psc,2011Q2,2011   Q2,$6.39 B,2,GGP,Genl Growth Properties,0.1886,Real Estate
psc,2011Q2,2011   Q2,$6.39 B,3,FO,Fortune Brands Inc.,0.17129999999999998,Unknown
psc,2011Q2,2011   Q2,$6.39 B,4,C,Citigroup Inc.,0.1532,Financials
psc,2011Q2,2011   Q2,$6.39 B,5,MDLZ,Mondelez International,0.1225,Consumer Staples
psc,2011Q2,2011   Q2,$6.39 B,6,FDO,Family Dollar Stores,0.09119999999999999,Unknown
psc,2011Q2,2011   Q2,$6.39 B,7,HHH,Howard Hughes Holdings Inc.,0.0363,Real Estate
psc,2011Q2,2011   Q2,$6.39 B,8,ALEX-OLD,Alexander & Baldwin,0.0268,Industrials
psc,2011Q2,2011   Q2,$6.39 B,9,GLRE,Greenlight Capital Re Ltd.,0.001,Financials
psc,2011Q1,2011   Q1,$5.57 B,1,JCP,Penney (J.C.),0.22519999999999998,Consumer Discretionary
psc,2011Q1,2011   Q1,$5.57 B,2,GGP,Genl Growth Properties,0.1996,Real Estate
psc,2011Q1,2011   Q1,$5.57 B,3,FO,Fortune Brands Inc.,0.18530000000000002,Unknown
psc,2011Q1,2011   Q1,$5.57 B,4,MDLZ,Mondelez International,0.1253,Consumer Staples
psc,2011Q1,2011   Q1,$5.57 B,5,C,Citigroup Inc.,0.1165,Financials
